Disposition,Right_ascension,Declination,Transit_epoch,orbital_period,Transit_duration,Transit_depth,Planet_radius,Insolation_flux,Equilibrium_temp,Magnitude,Stellar_temperature,Stellar_surface_ gravity,Stellar_radius,Planet_name
CP,293.19537,49.316502,2454964.991,6.22161107,3.4117,165,1.59,348.15,1101,13.977,6277,4.417,1.097,Kepler-1070 b
CP,293.05801,45.248821,2454965.723,6.17998508,2.1094,751,2.12,104.06,814,15.801,5149,4.551,0.791,Kepler-1071 b
CP,292.04437,46.329029,2454966.04,1.569066598,2.7803,147,1.68,2763.39,1849,13.93,5821,4.172,1.395,Kepler-1072 b
CP,294.15271,38.23304,2454966.037,8.67890312,3.5317,541,2.56,158.43,905,14.523,5509,4.308,1.116,Kepler-1073 b
CP,294.15271,38.23304,2454968.425,4.02582434,2.8059,265,1.79,440.08,1169,14.523,5509,4.308,1.116,Kepler-1073 c
CP,294.15271,38.23304,2454966.636,2.50475282,2.376,181,1.48,828.59,1369,14.523,5509,4.308,1.116,Kepler-1073 d
CP,284.47653,46.252579,2454966.994,5.94565516,2.1604,401,1.12,24.71,568,15.026,3974,4.7,0.564,Kepler-1074 b
CP,287.50116,47.469269,2454964.618,1.52373073,1.4796,365,1.26,105.95,818,15.313,3746,4.736,0.51,Kepler-1075 b
CP,287.59009,51.06057,2454967.873,6.14728341,2.7645,120,0.79,83.18,770,12.906,4997,4.598,0.746,Kepler-1076 b
CP,291.03363,42.26786,2454967.19,34.3511339,4.4408,599,2.75,26.1,576,14.998,6091,4.487,0.967,Kepler-1077 b
CP,293.20059,43.050041,2454964.905,3.00725068,4.4302,286,1.56,373.99,1122,15.62,5667,4.587,0.781,Kepler-1078 b
CP,299.5495,45.769749,2454975.006,13.24503482,4.4078,156,1.77,146.31,887,12.584,5636,4.147,1.39,Kepler-1079 b
CP,294.55917,46.062328,2454974.912,49.18394185,11.3364,1650,8.2,47.4,669,12.654,5626,3.907,2.057,Kepler-108 b
CP,294.55917,46.062328,2455145.685,190.3200468,15.284,1140,7.78,7.8,426,12.654,5626,3.907,2.057,Kepler-108 c
CP,296.46448,49.182907,2454992.324,77.2550726,10.214,590,3.7,21.37,548,13.754,6564,4.255,1.356,Kepler-1080 b
CP,289.44452,41.31776,2454967.474,3.85690686,2.0808,128,0.93,210.44,972,13.746,5272,4.574,0.813,Kepler-1081 b
CP,289.35867,50.59848,2454964.555,1.54320541,2.5779,91.2,1.23,2636.85,1827,13.38,5866,4.2,1.282,Kepler-1082 b
CP,283.16196,45.198311,2454988.588,33.4178173,4.645,1170,3.13,9.56,448,15.824,5136,4.607,0.744,Kepler-1083 b
CP,290.10196,48.251141,2454967.516,2.053341891,2.596,65.5,1.44,2154.14,1737,12.217,6084,4.204,1.358,Kepler-1084 b
CP,287.47763,46.141178,2455153.729,219.3215562,12.4124,3630,6.11,2.27,313,15.273,6063,4.476,1.012,Kepler-1085 b
CP,287.47763,46.141178,2455014.098,56.7769831,6.864,884,3.21,13.74,491,15.273,6063,4.476,1.012,Kepler-1085 c
CP,295.25116,45.842972,2454970.882,18.78429232,3.1136,1010,2.14,8.3,433,15.561,4243,4.637,0.641,Kepler-1086 b
CP,295.25116,45.842972,2455009.5,161.515617,6.548,2220,2.88,0.47,211,15.561,4243,4.637,0.641,Kepler-1086 c
CP,294.97882,46.00565,2454965.182,0.693842661,1.6197,49.3,0.83,5182.78,2161,12.953,5457,4.239,1.196,Kepler-1087 b
CP,281.56146,42.4505,2454978.662,23.1274171,4.901,157,1.44,46.89,667,11.863,5865,4.393,1.066,Kepler-1088 b
CP,291.09274,49.19006,2454965.16,5.132486123,1.4575,908,1.69,27.41,584,15.535,3879,4.707,0.578,Kepler-1089 b
CP,290.39273,40.28487,2454955.978,6.481633073,3.784,299,2.54,406.25,1145,12.365,5945,4.213,1.302,Kepler-109 b
CP,290.39273,40.28487,2454970.574,21.22261195,6.5093,366,2.48,83.56,771,12.365,5945,4.213,1.302,Kepler-109 c
CP,295.66287,44.525841,2455103.665,198.680859,8.282,645,2.79,1.83,297,15.001,5330,4.366,1.013,Kepler-1090 b
CP,295.66287,44.525841,2454989.172,42.4269647,5.907,632,3.44,14.33,496,15.001,5330,4.366,1.013,Kepler-1090 c
CP,299.78546,43.67075,2454965.628,1.434745129,1.862,201,1.5,1813,1664,14.691,5806,4.4,1.064,Kepler-1091 b
CP,297.72314,47.112659,2454970.668,58.601926,5.522,396,2.06,15.8,508,14.649,6250,4.44,1.019,Kepler-1092 b
CP,284.978,41.420158,2454967.136,25.0823402,6.423,245,2.26,85.76,776,13.838,6429,4.241,1.262,Kepler-1093 b
CP,284.978,41.420158,2454996.158,89.7224125,10.963,264,2.21,15.69,508,13.838,6429,4.241,1.262,Kepler-1093 c
CP,292.30124,38.26704,2454972.496,78.0998908,8.422,657,3.37,12.52,480,14.999,5779,4.238,1.284,Kepler-1094 b
CP,293.26245,41.36512,2454966.14,4.27103727,2.2759,180,1.22,356.54,1108,14.553,5984,4.521,0.906,Kepler-1095 b
CP,294.70938,45.969501,2454965.877,2.892216772,1.3596,361,1.31,93.66,794,15.068,4229,4.655,0.615,Kepler-1096 b
CP,281.59415,42.596409,2454990.351,187.746606,5.885,1580,2.95,1.2,267,15.206,5303,4.55,0.753,Kepler-1097 b
CP,295.50269,43.232792,2454965.682,2.543063763,2.8473,152,1.26,716.3,1319,14.736,5579,4.389,1.029,Kepler-1098 b
CP,288.74994,48.277168,2454965.141,2.168451063,1.458,467,2.41,1389.18,1558,15.141,6153,4.382,1.109,Kepler-1099 b
CP,297.11511,41.909142,2454971.504,10.30401132,4.2246,316,1.84,122.98,849,13.709,5657,4.364,1.046,Kepler-11 b
CP,297.11511,41.909142,2454971.176,13.02493307,4.5706,778,2.88,90.1,786,13.709,5657,4.364,1.046,Kepler-11 c
CP,297.11511,41.909142,2454981.455,22.687155,5.4921,960,3.2,42.95,653,13.709,5657,4.364,1.046,Kepler-11 d
CP,297.11511,41.909142,2454987.161,31.99552485,4.2817,1380,4.12,27.17,582,13.709,5657,4.364,1.046,Kepler-11 e
CP,297.11511,41.909142,2455058.046,46.6856205,6.3794,589,2.52,16.41,513,13.709,5657,4.364,1.046,Kepler-11 f
CP,297.11511,41.909142,2455120.287,118.3786735,9.5574,1080,3.4,4.75,376,13.709,5657,4.364,1.046,Kepler-11 g
CP,292.92914,48.60281,2454970.126,12.69104387,3.7727,252,2.57,244.3,1008,12.935,5869,4.024,1.626,Kepler-110 b
CP,292.92914,48.60281,2454975.821,31.71981013,4.819,363,3.09,71.97,743,12.935,5869,4.024,1.626,Kepler-110 c
CP,291.87134,44.087379,2454967.58,6.42199919,2.6192,162,1.25,236.21,1000,13.862,5985,4.468,0.981,Kepler-1100 b
CP,294.56937,45.671261,2455008.996,81.3153052,5.807,716,2.55,5.64,393,15.111,5325,4.39,0.975,Kepler-1101 b
CP,281.32257,48.066502,2455010.674,51.3283527,9.357,692,3.06,21.06,546,14.955,6119,4.353,1.119,Kepler-1102 b
CP,287.38208,49.452389,2454982.307,19.7919389,3.787,384,2.58,69.48,736,14.09,6285,4.441,1.039,Kepler-1103 b
CP,294.46854,49.33102,2454967.109,5.03728033,2.0619,76.3,1.55,720.22,1321,12.189,6387,4.271,1.381,Kepler-1104 b
CP,281.11176,42.45491,2454965.185,4.421566535,2.1229,684,2.19,66.94,729,15.18,4299,4.604,0.697,Kepler-1105 b
CP,291.1452,44.062538,2454966.171,1.252753881,2.1472,200,2.44,5545.35,2199,14.69,5907,4.041,1.705,Kepler-1106 b
CP,291.04993,39.14167,2454964.654,0.571038347,1.1267,242,1.65,3069.59,1897,14.098,5132,4.457,0.886,Kepler-1107 b
CP,296.04233,45.985142,2454967.57,4.51005082,2.1533,295,1.74,301.74,1063,14.979,5362,4.352,1.032,Kepler-1108 b
CP,291.64624,39.396629,2454994.464,37.6468519,6.344,427,5.37,90.85,787,14.288,5443,3.74,2.652,Kepler-1109 b
CP,291.65317,44.688271,2454974.355,3.341799486,2.9254,178,1.67,798.41,1356,13.492,5873,4.293,1.235,Kepler-111 b
CP,291.65317,44.688271,2454975.095,224.7789355,11.1899,3490,7.67,2.92,333,13.492,5873,4.293,1.235,Kepler-111 c
CP,291.80801,38.6227,2454967.53,9.69310837,2.734,1130,2.12,32.4,609,15.914,4818,4.639,0.618,Kepler-1110 b
CP,295.46338,45.81274,2454968.676,8.79618433,3.3781,286,1.77,183.26,938,15.159,6142,4.456,1.046,Kepler-1111 b
CP,296.96881,47.751492,2454974.435,14.36270451,4.564,349,2.31,167.88,918,14.612,6643,4.357,1.216,Kepler-1112 b
CP,289.40671,39.33884,2455001.778,42.3006282,4.372,508,2.54,22.94,558,14.766,5852,4.353,1.129,Kepler-1113 b
CP,299.23694,45.834702,2454974.501,14.97436238,2.4461,265,1.28,37.53,631,13.747,5311,4.532,0.8,Kepler-1114 b
CP,294.99176,40.144409,2454977.215,23.5541012,7.3,95.2,2.33,859.63,1381,11.98,9565,4.088,2.286,Kepler-1115 b
CP,291.93365,44.115501,2454967.246,41.6977582,5.513,685,2.26,13.45,488,15.265,5730,4.545,0.87,Kepler-1116 b
CP,292.08478,49.23748,2454967.953,4.79029482,2.7219,142,1.01,183.02,938,14.102,5412,4.562,0.843,Kepler-1117 b
CP,299.96567,44.160889,2454990.62,38.6715843,5.532,599,2.45,15.03,502,14.94,5432,4.42,0.913,Kepler-1118 b
CP,297.01913,44.327518,2454968.587,8.32651854,5.483,268,1.8,182.69,938,15.06,6057,4.45,1,Kepler-1119 b
CP,296.98102,43.209751,2454967.006,8.408878137,3.4967,799,2.28,101.22,809,13.771,5551,4.508,0.812,Kepler-112 b
CP,296.98102,43.209751,2454976.832,28.5742692,4.9427,825,2.32,19.83,538,13.771,5551,4.508,0.812,Kepler-112 c
CP,290.91449,42.286579,2454966.138,2.949029106,2.0311,358,1.48,263.92,1027,15.333,4983,4.512,0.807,Kepler-1120 b
CP,297.78659,47.88612,2454977.162,13.15140223,5.439,97.8,1.87,243.84,1008,12.071,6154,4.12,1.636,Kepler-1121 b
CP,288.28052,46.3409,2454988.312,42.1918331,7.083,489,2.35,18.08,526,15.06,5520,4.339,1.08,Kepler-1122 b
CP,294.51767,50.670399,2454965.803,4.3394569,2.3652,337,2.11,300.07,1061,14.822,5330,4.366,1.013,Kepler-1123 b
CP,286.59427,37.891258,2454965.045,2.852348262,0.7051,1400,1.66,34.95,621,15.959,3731,4.83,0.433,Kepler-1124 b
CP,295.48123,40.731979,2454964.601,17.6700291,6.693,348,2.89,86.37,778,14.874,5795,4.265,1.247,Kepler-1125 b
CP,285.69199,45.689388,2455006.752,108.593113,7.989,338,1.68,4.64,374,14.033,5678,4.409,0.921,Kepler-1126 b
CP,285.69199,45.689388,2454964.609,199.66876,8.996,252,1.45,2.06,305,14.033,5678,4.409,0.921,Kepler-1126 c
CP,293.21738,42.720711,2454965.085,5.1233204,2.7466,286,1.65,231.12,994,15.162,5364,4.394,0.982,Kepler-1127 b
CP,293.06335,39.40345,2455012.083,61.6174528,3.816,1350,3.36,7.67,424,15.722,5480,4.485,0.931,Kepler-1128 b
CP,291.60449,41.309361,2454969.058,24.3398202,3.891,777,5.09,69.79,737,15.28,5596,4.105,1.466,Kepler-1129 b
CP,291.60449,41.309361,2454997.156,76.5369531,5.574,652,3.73,15.15,503,15.28,5596,4.105,1.466,Kepler-1129 c
CP,287.99789,50.944328,2454961.547,4.75400072,2.5394,749,2,85.23,775,13.461,4728,4.628,0.693,Kepler-113 b
CP,287.99789,50.944328,2454972.714,8.925079516,2.6766,978,2.36,36.89,628,13.461,4728,4.628,0.693,Kepler-113 c
CP,285.20749,45.38435,2454967.152,5.45298742,2.1328,86,0.92,158.12,904,12.404,5450,4.563,0.842,Kepler-1130 b
CP,285.20749,45.38435,2454969.085,3.26662733,2.056,59.9,0.68,312.85,1072,12.404,5450,4.563,0.842,Kepler-1130 c
CP,285.20749,45.38435,2454966.219,4.27226421,2.113,48.9,0.64,218.63,981,12.404,5450,4.563,0.842,Kepler-1130 d
CP,295.65149,49.261292,2454967.747,3.53232429,2.765,224,1.43,427.65,1159,14.972,5761,4.492,0.956,Kepler-1131 b
CP,286.36746,48.423931,2454972.128,62.8917493,6.831,791,2.5,5.13,384,15.481,5052,4.48,0.855,Kepler-1132 b
CP,293.32242,42.86747,2454971.198,11.55562042,1.6758,442,2.11,57.75,703,14.816,5420,4.555,0.85,Kepler-1133 b
CP,295.56799,42.478298,2454980.155,17.13263125,3.0555,850,2.31,32.91,611,15.842,5477,4.578,0.794,Kepler-1134 b
CP,286.00296,44.756592,2455025.337,76.957056,9.551,367,2.09,9.81,451,14.353,5878,4.363,1.041,Kepler-1135 b
CP,284.10779,44.245811,2454966.239,2.361724472,1.2167,587,1.53,170.59,922,15.658,4478,4.615,0.651,Kepler-1136 b
CP,287.13028,48.665371,2454972.079,23.9210408,5.174,158,3.01,255.65,1020,12.768,7121,4.031,1.972,Kepler-1137 b
CP,285.89923,48.307301,2454965.678,3.17059731,1.6686,325,1.69,321.28,1080,15.353,5431,4.563,0.843,Kepler-1138 b
CP,287.94562,39.230572,2454964.825,0.813166357,1.4122,174,1.14,1945.44,1693,14.113,5237,4.5,0.887,Kepler-1139 b
CP,294.12143,48.349522,2454978.362,5.188563677,2.3683,359,1,27.95,586,13.738,3980,4.722,0.54,Kepler-114 b
CP,294.12143,48.349522,2454976.038,8.041347775,2.6332,591,1.29,15.59,507,13.738,3980,4.722,0.54,Kepler-114 c
CP,294.12143,48.349522,2454975.706,11.77613232,2.8971,1430,2.08,9.37,446,13.738,3980,4.722,0.54,Kepler-114 d
CP,281.69397,46.946449,2454981.201,24.08632177,2.236,1040,2.78,14.78,500,15.464,4973,4.537,0.768,Kepler-1140 b
CP,290.54364,47.725887,2454965.873,2.344512589,1.4116,58.9,0.97,1106.25,1471,12.589,5821,4.328,1.132,Kepler-1141 b
CP,292.71445,44.082329,2454975.892,18.3027235,8.262,187,2.72,156.71,902,14.31,5528,3.892,1.839,Kepler-1142 b
CP,287.30283,39.289688,2454965.153,2.888904439,1.6043,402,1.68,215.06,976,15.195,4895,4.589,0.759,Kepler-1143 b
CP,287.30283,39.289688,2455133.723,210.631486,8.419,1660,3.23,0.71,234,15.195,4895,4.589,0.759,Kepler-1143 c
CP,290.04327,47.25798,2454973.661,17.14648756,4.2354,440,3.64,102.24,811,14.941,5559,4.127,1.412,Kepler-1144 b
CP,295.30817,43.044411,2454967.64,3.97076603,1.814,349,1.6,198.43,958,15.443,5178,4.521,0.778,Kepler-1145 b
CP,286.71661,47.425629,2454964.803,2.352273912,1.7389,319,1.29,255.03,1019,15.848,4816,4.608,0.748,Kepler-1146 b
CP,292.54752,41.64296,2454970.818,10.62788695,4.576,327,1.87,136.34,872,15.401,6082,4.445,1.014,Kepler-1147 b
CP,290.95355,45.719528,2454965.321,1.104462494,1.0458,469,1.6,898.79,1397,15.277,5002,4.543,0.753,Kepler-1148 b
CP,294.18927,45.151581,2454965.894,3.73090026,2.9095,191,1.48,383.51,1128,14.966,5709,4.489,0.95,Kepler-1149 b
CP,297.71185,45.261921,2454967.731,2.403640701,1.4012,74.9,1.24,1164.85,1489,13.431,5881,4.315,1.171,Kepler-115 b
CP,297.71185,45.261921,2454969.739,8.99088621,4.2447,470,2.78,200.35,960,13.431,5881,4.315,1.171,Kepler-115 c
CP,296.72449,49.532711,2454966.904,2.787874175,2.0348,197,2.33,993.06,1432,14.435,4827,3.942,1.727,Kepler-1150 b
CP,292.2478,47.878448,2455006.302,65.6480892,5.746,589,3.93,13.04,485,14.872,5565,4.251,1.246,Kepler-1151 b
CP,290.43402,44.107651,2454965.062,1.646801683,1.1966,284,0.86,99.8,806,14.634,3810,4.753,0.513,Kepler-1152 b
CP,289.14722,45.86618,2454966.155,1.755843555,1.9425,386,1.94,771.02,1343,15.758,5569,4.566,0.829,Kepler-1153 b
CP,297.47711,39.877239,2454965.325,5.18560081,4.054,253,2.34,705.79,1314,14.806,6172,4.198,1.471,Kepler-1154 b
CP,297.47711,39.877239,2454970.061,8.45805119,2.998,259,2.52,367.05,1117,14.806,6172,4.198,1.471,Kepler-1154 c
CP,288.82059,39.52282,2454973.15,33.4698571,4.749,371,2.45,32.52,609,14.74,5912,4.342,1.094,Kepler-1155 b
CP,288.92401,46.057629,2454965.891,11.89520436,3.433,184,1.33,90.77,787,14.152,5649,4.411,0.992,Kepler-1156 b
CP,283.12103,43.525639,2454965.16,4.45743267,2.3226,176,0.79,67.7,732,14.374,4487,4.644,0.612,Kepler-1157 b
CP,292.23395,41.575211,2454976.156,13.53953595,4.389,134,2.32,320.19,1079,13.628,6109,3.985,1.997,Kepler-1158 b
CP,294.26633,45.204311,2454966.721,22.7082375,3.503,299,1.72,49.67,677,14.574,6170,4.472,0.992,Kepler-1159 b
CP,294.74207,43.536831,2454970.159,5.968724048,3.651,511,3.26,579.9,1251,13.717,6122,4.173,1.439,Kepler-116 b
CP,294.74207,43.536831,2454977.442,13.07141889,3.0946,251,2.47,203.87,964,13.717,6122,4.173,1.439,Kepler-116 c
CP,287.87939,43.364071,2454969.558,7.97033985,2.6675,491,1.81,116.77,839,15.833,5774,4.567,0.818,Kepler-1160 b
CP,299.07709,45.440639,2454970.165,10.71253475,2.7186,1200,2.02,13.09,485,15.813,4175,4.715,0.544,Kepler-1161 b
CP,283.29214,45.434109,2454996.46,32.5635249,5.418,578,2.05,13.63,490,15.48,5225,4.505,0.859,Kepler-1162 b
CP,283.29214,45.434109,2454981.754,59.284064,5.42,424,1.81,6.14,401,15.48,5225,4.505,0.859,Kepler-1162 c
CP,290.23584,50.03009,2454966.619,6.11784972,3.458,60.5,1.05,509.24,1211,12.168,6226,4.247,1.333,Kepler-1163 b
CP,287.52963,38.894508,2454966.622,3.97599629,2.2029,206,1.11,181.47,936,14.11,5143,4.561,0.778,Kepler-1164 b
CP,286.97128,44.708302,2454973.165,9.47850818,6.154,185,1.47,189.14,946,14.456,6249,4.428,1.076,Kepler-1165 b
CP,286.97128,44.708302,2454980.86,29.9685917,6.678,310,1.91,40.76,644,14.456,6249,4.428,1.076,Kepler-1165 c
CP,290.34851,50.902851,2454976.467,33.2407985,4.675,342,1.51,13.17,486,14.477,5382,4.571,0.827,Kepler-1166 b
CP,298.30273,47.694031,2454965.1,1.003931703,1.4361,491,1.6,962.58,1419,15.942,4949,4.552,0.741,Kepler-1167 b
CP,287.2977,47.455441,2455002.037,55.8224775,5.457,880,2.13,4.85,379,15.624,5162,4.611,0.736,Kepler-1168 b
CP,294.91156,46.491459,2454969.912,6.11010439,2.314,59.7,0.93,378.84,1125,12.716,6213,4.387,1.195,Kepler-1169 b
CP,288.79303,48.04023,2454978.822,18.79591276,7.5235,2430,7.39,124.64,852,14.274,6163,4.185,1.406,Kepler-117 b
CP,288.79303,48.04023,2454968.633,50.79034648,10.8474,5670,10.6,33.12,612,14.274,6163,4.185,1.406,Kepler-117 c
CP,292.16858,43.779671,2454966.761,9.98970266,3.7,988,2.48,58.26,705,15.909,5265,4.58,0.81,Kepler-1170 b
CP,294.95892,38.591572,2454967.072,1.442592305,2.9698,166,2.67,12557.23,2700,11.558,7216,3.983,2.043,Kepler-1171 b
CP,290.47452,37.766602,2454987.529,26.0203329,4.965,1160,4.53,49.09,675,15.889,5624,4.218,1.244,Kepler-1172 b
CP,293.1311,45.663551,2454965.519,0.769854899,1.0243,110,0.93,1756.8,1650,13.829,5173,4.55,0.822,Kepler-1173 b
CP,281.83145,42.298908,2454965.464,6.89226333,2.4921,214,2.13,422.14,1156,14.207,5862,4.148,1.463,Kepler-1174 b
CP,289.1427,46.812889,2454967.783,37.9456138,4.093,1030,2.79,16.61,515,15.939,5861,4.546,0.865,Kepler-1175 b
CP,297.91974,45.274158,2454968.625,24.1738244,3.056,533,2.21,29.69,595,15.056,5468,4.427,0.968,Kepler-1176 b
CP,286.67145,49.406288,2454968.744,106.247882,13.78,397,2.01,4.75,377,14.552,5679,4.435,0.972,Kepler-1177 b
CP,288.45605,45.80212,2454983.679,31.8055128,3.979,142,0.63,4.84,378,13.831,4729,4.726,0.525,Kepler-1178 b
CP,284.09763,47.810638,2454965.604,2.685054445,1.0473,253,1.46,395.08,1137,14.077,5266,4.484,0.829,Kepler-1179 b
CP,299.21317,41.424831,2454965.531,7.51854537,2.845,287,1.42,89.41,784,14.711,5064,4.474,0.864,Kepler-118 b
CP,299.21317,41.424831,2454974.209,20.17202467,3.1488,5370,6.24,24,564,14.711,5064,4.474,0.864,Kepler-118 c
CP,295.88751,43.156059,2454972.849,16.8600805,5.557,273,1.71,80.9,765,14.989,6205,4.419,0.973,Kepler-1180 b
CP,289.74731,39.523453,2454966.645,4.89336495,3.485,138,1.6,842.45,1374,13.827,6688,4.304,1.347,Kepler-1181 b
CP,289.74731,39.523453,2454966.391,8.93484887,2.579,136,1.83,377.25,1124,13.827,6688,4.304,1.347,Kepler-1181 c
CP,296.30795,43.82135,2454967.706,11.17392077,3.307,325,1.64,94.84,796,15.356,5911,4.519,0.914,Kepler-1182 b
CP,292.23242,38.89222,2454965.921,28.5057217,6.324,756,2.55,22.43,555,15.778,5712,4.534,0.87,Kepler-1183 b
CP,291.28207,46.965988,2454980.43,53.5991459,6.811,523,2.49,18.54,529,14.953,6319,4.447,1.032,Kepler-1184 b
CP,287.24118,39.33276,2455023.103,104.3519624,3.695,244,1.39,3.74,355,12.57,5650,4.546,0.87,Kepler-1185 b
CP,288.47964,47.101768,2454976.391,16.07673148,2.205,488,2.14,64.75,724,15.306,5957,4.498,0.971,Kepler-1186 b
CP,286.892,38.31855,2454976.956,18.87058705,3.4701,588,2.67,56.97,701,14.562,6103,4.496,0.949,Kepler-1187 b
CP,283.10385,43.148041,2454974.015,17.1369408,6.416,362,2.05,85.15,775,15.004,6218,4.421,1.077,Kepler-1188 b
CP,298.42633,47.946781,2454967.614,3.78861833,2.808,143,1.23,424.17,1158,14.285,5560,4.379,1.04,Kepler-1189 b
CP,295.94641,42.65892,2454965.94,2.422084188,2.5613,1870,3.55,511.66,1213,14.236,5598,4.565,0.83,Kepler-119 b
CP,295.94641,42.65892,2454966.64,4.12511935,2.877,115,0.88,252.18,1016,14.236,5598,4.565,0.83,Kepler-119 c
CP,284.99963,49.47998,2454970.654,10.45839865,3.154,307,1.25,32.45,609,14.471,4641,4.557,0.747,Kepler-1190 b
CP,291.65778,48.009312,2454968.965,5.60013327,2.6508,329,1.73,194.26,952,15.378,5288,4.391,0.978,Kepler-1191 b
CP,282.14056,43.89658,2454970.564,25.2034128,4.515,697,2.42,30.62,600,15.684,5831,4.517,0.921,Kepler-1192 b
CP,288.14478,51.27562,2454964.826,2.832647249,2.306,115,1.37,1054.98,1453,13.467,5865,4.266,1.272,Kepler-1193 b
CP,291.69955,38.145271,2454969.025,16.22378479,2.5462,262,1.51,49.35,676,14.129,5547,4.46,0.925,Kepler-1194 b
CP,284.3511,40.852982,2454971.736,8.49640437,2.2128,834,2.14,57.43,702,15.888,5093,4.586,0.709,Kepler-1195 b
CP,292.36957,43.910809,2454974.623,66.1843646,5.155,561,2.72,8.57,436,14.862,5640,4.447,0.978,Kepler-1196 b
CP,291.66928,42.59071,2454965.644,2.032318856,1.1596,288,1.12,247.21,1011,15.13,4670,4.635,0.682,Kepler-1197 b
CP,288.83401,44.838249,2454970.64,7.68478504,2.447,274,1.47,112.06,830,14.776,5344,4.469,0.907,Kepler-1198 b
CP,293.72586,47.24704,2454966.209,15.0447098,5.823,97.9,1.51,177.24,931,13.037,5798,4.025,1.525,Kepler-1199 b
CP,286.24344,50.040379,2455004.009,4.437962934,4.69813,16400,18.05,757.65,1338,13.438,5953,4.175,1.415,Kepler-12 b
CP,287.89163,39.33913,2454965.654,6.312508525,2.7455,1290,2,25.94,575,14.735,4090,4.696,0.571,Kepler-120 b
CP,287.89163,39.33913,2454963.767,12.7945474,3.4197,817,1.6,10.1,455,14.735,4090,4.696,0.571,Kepler-120 c
CP,296.60342,44.129261,2454965.848,1.118547814,1.5534,235,0.98,447.97,1174,15.793,4496,4.65,0.658,Kepler-1200 b
CP,294.61481,40.833172,2454967.055,15.18727049,4.509,293,1.94,91.56,789,14.724,6136,4.414,1.005,Kepler-1201 b
CP,292.29062,44.653252,2454992.871,28.6853212,6.307,689,2.69,21.09,547,15.658,5726,4.559,0.838,Kepler-1202 b
CP,292.77338,44.178131,2454965.059,0.588001053,1.1451,297,0.99,473.45,1188,14.934,3814,4.687,0.57,Kepler-1203 b
CP,289.4415,42.498131,2455003.981,85.7357202,7.625,748,2.94,9.54,448,15.301,6096,4.397,1.077,Kepler-1204 b
CP,290.27969,41.515049,2454966.25,1.078389713,1.3394,301,1.98,1817.38,1667,15.143,5325,4.384,0.985,Kepler-1205 b
CP,295.93842,49.791142,2454965.031,1.217000383,1.3285,460,1.58,707.61,1314,15.975,4859,4.545,0.757,Kepler-1206 b
CP,295.06424,49.35899,2454972.186,13.6823798,4.153,180,1.43,97.74,802,14.5,6102,4.457,1.026,Kepler-1207 b
CP,291.88126,44.555729,2455188.036,11.08507658,1.751,772,2.5,46.17,665,15.938,5080,4.538,0.793,Kepler-1208 b
CP,287.5849,49.154789,2454976.687,25.3690868,4.746,110,1.67,76.9,755,12.476,6126,4.224,1.406,Kepler-1209 b
CP,286.16205,39.678001,2454967.479,3.177414601,1.5262,1130,2.65,233.26,997,14.708,5303,4.63,0.708,Kepler-121 b
CP,286.16205,39.678001,2454980.034,41.0081117,4.376,1000,2.64,7.72,425,14.708,5303,4.63,0.708,Kepler-121 c
CP,292.83215,48.21936,2454970.766,8.07127043,2.393,318,1.53,126.94,856,15.553,5766,4.517,0.853,Kepler-1210 b
CP,285.72079,40.85696,2454972.879,11.01819178,4.635,546,2.64,117.97,840,15.832,6075,4.486,0.969,Kepler-1211 b
CP,296.85342,50.03735,2454972.899,12.94123564,4.636,329,1.7,94.29,795,15.012,6119,4.497,0.938,Kepler-1212 b
CP,289.48581,50.94416,2454966.884,5.349791,4.279,88.8,1.29,422.79,1156,13.386,6074,4.368,1.183,Kepler-1213 b
CP,285.14264,49.800671,2454967.703,18.8262877,2.344,796,2.34,28.85,591,15.279,5215,4.481,0.845,Kepler-1214 b
CP,297.46362,48.181412,2454965.694,4.76702759,2.013,163,1.19,282.97,1046,14.431,5629,4.43,0.937,Kepler-1215 b
CP,287.40533,45.918011,2454964.927,4.37033233,2.845,178,1.56,475.39,1191,15.133,5657,4.282,1.182,Kepler-1216 b
CP,289.18668,50.937561,2454965.322,2.032319072,1.6762,316,1.87,1333.35,1542,15.298,6156,4.443,1.05,Kepler-1217 b
CP,291.57898,44.531712,2454966.668,22.9221181,8.2,140,1.33,51.7,684,13.578,5897,4.357,1.081,Kepler-1218 b
CP,297.21579,47.378521,2454968.012,16.10474503,5.712,124,3.21,425.93,1159,12.249,5822,3.683,2.886,Kepler-1219 b
CP,291.11188,39.949108,2454967.017,5.766165573,3.8314,365,2.27,426.48,1159,14.247,6038,4.284,1.191,Kepler-122 b
CP,291.11188,39.949108,2454967.003,12.46600444,5.0066,2230,5.65,152.76,897,14.247,6038,4.284,1.191,Kepler-122 c
CP,291.11188,39.949108,2454975.967,21.58752788,4.4968,337,2.18,73.42,747,14.247,6038,4.284,1.191,Kepler-122 d
CP,291.11188,39.949108,2454995.98,37.9962369,6.7751,404,2.39,34.55,618,14.247,6038,4.284,1.191,Kepler-122 e
CP,291.11188,39.949108,2454997.22,56.2590881,8.114,349,2.22,20.49,543,14.247,6038,4.284,1.191,Kepler-122 f
CP,297.07037,42.977741,2454966.099,7.42697378,3.206,205,1.4,154.52,899,14.985,5573,4.434,0.982,Kepler-1220 b
