Disposition,Right_ascension,Declination,Transit_epoch,orbital_period,Transit_duration,Transit_depth,Planet_radius,Insolation_flux,Equilibrium_temp,Magnitude,Stellar_temperature,Stellar_surface_ gravity,Stellar_radius,Planet_name
CP,291.60675,42.035919,2454969.398,9.30991834,3.455,115,1.21,164.38,913,13.799,5806,4.353,1.101,Kepler-1686 b
CP,289.74277,50.787041,2454969.53,5.77957133,2.5213,397,1.5,30.22,598,15.484,4102,4.687,0.581,Kepler-1687 b
CP,289.55301,41.297852,2454965.954,5.62006198,2.751,190,1.45,84.01,772,14.009,4868,4.6,0.746,Kepler-1688 b
CP,291.57422,38.655949,2454965.966,8.48299282,2.505,69.1,0.8,141.04,879,12.147,5827,4.471,0.933,Kepler-1689 b
CP,285.99988,40.919319,2454966.695,3.25058201,2.2537,218,1.19,202.09,962,14.194,5001,4.582,0.76,Kepler-169 b
CP,285.99988,40.919319,2454967.715,6.1954595,2.952,296,1.37,85.77,776,14.194,5001,4.582,0.76,Kepler-169 c
CP,285.99988,40.919319,2454969.841,8.34819209,2.835,289,1.45,57.48,702,14.194,5001,4.582,0.76,Kepler-169 d
CP,285.99988,40.919319,2455007.811,13.76710058,2.9105,685,2.24,29.55,595,14.194,5001,4.582,0.76,Kepler-169 e
CP,285.99988,40.919319,2455020.312,87.0912594,7,1130,2.95,2.52,321,14.194,5001,4.582,0.76,Kepler-169 f
CP,288.15671,41.877972,2455005.646,234.635652,6.965,869,2.56,1.2,267,14.607,5422,4.481,0.885,Kepler-1690 b
CP,286.25443,41.02187,2454964.919,3.84822189,2.013,204,1.72,641.53,1283,14.919,5927,4.323,1.193,Kepler-1691 b
CP,286.92429,47.053741,2454968.008,5.95958637,2.899,133,1.02,153.48,897,14.52,5452,4.535,0.9,Kepler-1692 b
CP,290.20163,48.185822,2454976.044,12.0999065,3.558,166,1.39,100.37,807,14.754,5553,4.33,1.098,Kepler-1693 b
CP,290.20163,48.185822,2454967.65,5.36375016,2.94,114,1.15,296.73,1059,14.754,5553,4.33,1.098,Kepler-1693 c
CP,293.79358,40.240929,2454964.859,3.89524296,1.689,189,1.13,197.66,956,14.756,5018,4.492,0.838,Kepler-1694 b
CP,293.61926,46.413342,2454964.579,4.73292061,1.746,152,0.97,198.57,957,14.651,5595,4.581,0.796,Kepler-1695 b
CP,295.57608,42.023361,2455064.972,65.9407869,7.776,580,2.33,10.04,454,15.502,5982,4.493,0.96,Kepler-1696 b
CP,287.66339,43.471451,2454996.764,33.4969115,4.833,164,2.97,37.3,630,13.354,4928,3.966,1.688,Kepler-1697 b
CP,293.34497,39.257809,2454965.393,1.210693626,1.434,159,0.99,784.51,1351,12.914,5014,4.559,0.756,Kepler-1698 b
CP,292.13733,48.917191,2454966.103,3.490785878,1.4513,337,1.32,245.65,1010,14.678,5496,4.618,0.725,Kepler-1699 b
CP,298.39526,47.81501,2454965.794,1.485710994,2.2874,20800,14.48,1404.81,1562,14.141,5624,4.432,1.018,Kepler-17 b
CP,284.52118,41.629601,2455002.517,7.930583519,3.6083,826,3.05,154.36,899,14.387,5674,4.446,1.032,Kepler-170 b
CP,284.52118,41.629601,2455013.202,16.6658994,4.1934,754,2.85,57.31,702,14.387,5674,4.446,1.032,Kepler-170 c
CP,286.94971,45.353828,2455043.812,234.240739,12.925,464,3.41,2.77,329,13.685,5814,4.269,1.248,Kepler-1700 b
CP,286.60889,41.889339,2455034.806,169.135056,8.931,641,2.21,1.31,273,14.566,5171,4.545,0.801,Kepler-1701 b
CP,284.9725,44.567551,2454982.176,18.5010898,3.179,421,1.62,22.4,555,15.789,5242,4.613,0.734,Kepler-1702 b
CP,293.15085,41.729252,2454981.81,21.1876185,3.69,71.7,0.79,49.23,676,13.827,6355,4.547,0.849,Kepler-1703 b
CP,293.15085,41.729252,2454977.529,31.8245304,4.17,79,0.8,28.37,589,13.827,6338,4.545,0.847,Kepler-1703 c
CP,291.2012,51.144279,2455072.224,988.8811177,5.9504,5060,10.81,0.58,223,13.293,5755,4.101,1.549,Kepler-1704 b
CP,301.57855,44.31218,2454972.923,9.0194714,5.92,192,1.07,91.74,789,15.514,5775,4.59,0.768,Kepler-1705 b
CP,283.37482,43.788219,2454970.443,65.7045275,3.3104,636,2.78,11.72,472,11.667,5918,4.403,1.043,Kepler-1709 b
CP,296.77191,41.755539,2455002.716,4.16696628,2.7535,878,2.74,291.34,1053,14.883,5456,4.45,0.943,Kepler-171 b
CP,296.77191,41.755539,2454970.385,11.46347165,2.599,1050,3,75.57,752,14.883,5456,4.45,0.943,Kepler-171 c
CP,296.77191,41.755539,2455001.071,39.6034,6.487,573,2.22,14.47,497,14.883,5456,4.45,0.943,Kepler-171 d
CP,291.68335,37.751591,2454974.337,14.91095177,3.325,865,2.62,54.87,694,12.593,5650,4.5,0.899,Kepler-1710 b
CP,298.17722,42.237041,2454976.6,21.06075303,5.2472,301,1.78,47.39,669,13.182,5706,4.382,1.034,Kepler-1711 b
CP,284.9986,50.14679,2455014.126,13.81504449,2.3244,1030,1.91,5.52,391,14.216,3732,4.736,0.509,Kepler-1712 b
CP,287.34573,43.378391,2455018.092,18.01164974,6.7367,108,1.83,155.37,900,10.927,6477,4.224,1.459,Kepler-1713 b
CP,293.71646,46.226654,2455010.272,10.27532513,6.3093,210,3.04,508.21,1211,11.02,6150,3.96,2.086,Kepler-1714 b
CP,293.92972,41.602871,2455020.528,35.5969684,6.691,685,3.72,41.06,646,12.351,6212,4.309,1.209,Kepler-1715 b
CP,297.27188,43.333309,2455022.036,35.58349688,3.9885,938,2.03,6.54,408,12.968,4894,4.637,0.684,Kepler-1716 b
CP,295.21268,49.56218,2454968.042,30.6528935,4.99,270,2.86,87.69,780,13.374,6200,4.072,1.64,Kepler-1717 b
CP,292.23492,42.909458,2455023.933,135.1879934,8.8191,663,2.32,3.33,345,12.765,5731,4.451,0.906,Kepler-1718 b
CP,284.70691,38.936821,2455002.552,6.14955931,5.5694,334,3.26,649.26,1287,13.644,5687,3.973,1.775,Kepler-1719 b
CP,283.36841,41.821861,2455002.905,2.940304817,2.7226,472,2.59,588.66,1256,14.532,5527,4.376,1.054,Kepler-172 b
CP,283.36841,41.821861,2455008.476,6.38899658,3.5032,543,2.89,209.17,970,14.532,5527,4.376,1.054,Kepler-172 c
CP,283.36841,41.821861,2454969.235,14.62709685,4.097,396,2.7,69.31,736,14.532,5527,4.376,1.054,Kepler-172 d
CP,283.36841,41.821861,2454985.123,35.1184432,4.59,542,3.26,21.57,550,14.532,5527,4.376,1.054,Kepler-172 e
CP,296.80865,47.17194,2455013.632,12.70636123,2.395,872,2.75,55.86,697,14.673,5573,4.562,0.839,Kepler-1720 b
CP,283.54416,45.225552,2455005.005,4.592393816,2.2748,1030,2.51,172.6,924,14.868,5351,4.582,0.796,Kepler-1721 b
CP,296.66275,41.261238,2455006.087,9.17858526,2.1945,797,2.3,76.14,753,14.874,5506,4.584,0.788,Kepler-1722 b
CP,294.46268,46.821449,2455008.462,39.7529915,4.9641,549,2.37,24.54,568,14.292,6072,4.411,1.01,Kepler-1723 b
CP,296.12073,47.921478,2455006.215,6.45442931,2.6772,586,2.48,234.98,999,14.854,6092,4.496,0.943,Kepler-1724 b
CP,294.37354,40.19463,2455004.401,16.71987303,3.317,523,2.52,81.63,767,13.034,6020,4.389,1.085,Kepler-1725 b
CP,284.38617,45.719711,2455018.139,18.39629744,2.7838,680,2.47,27.09,582,13.704,5316,4.57,0.804,Kepler-1726 b
CP,290.33362,38.72823,2455010.204,9.02930689,3.1449,1020,2.57,77.75,757,15.387,5349,4.526,0.82,Kepler-1727 b
CP,287.09399,39.060719,2455003.508,4.783002698,2.335,1010,2.5,145.48,886,15.119,5170,4.574,0.807,Kepler-1728 b
CP,296.69394,42.62611,2455003.622,4.220965778,3.0854,2260,2.62,29.68,595,15.692,3837,4.747,0.517,Kepler-1729 b
CP,294.6467,41.884109,2454966.721,4.26374378,2.2725,182,1.28,457.15,1179,14.209,6032,4.395,0.935,Kepler-173 b
CP,294.6467,41.884109,2455003.503,8.00579096,3.0549,630,2.36,197.06,956,14.209,6032,4.395,0.935,Kepler-173 c
CP,281.96063,43.70311,2455005.335,13.81020318,3.048,1310,4.56,113.75,833,15.425,5942,4.327,1.142,Kepler-1730 b
CP,291.25449,36.74361,2454999.54,21.76129812,1.243,1300,2.53,13.18,486,12.559,4859,4.612,0.72,Kepler-1731 b
CP,292.29099,37.580799,2454966.867,32.3122867,6.569,678,4.84,56.49,699,14.757,5821,4.108,1.494,Kepler-1732 b
CP,291.13849,37.859299,2454971.44,9.22961384,2.235,492,2.79,257.11,1021,15.399,6320,4.347,1.252,Kepler-1733 b
CP,294.16321,41.451801,2454971.113,6.79685353,3.1702,393,2.01,222.91,985,15.391,6061,4.486,0.97,Kepler-1734 b
CP,281.05011,47.188148,2454972.157,7.71790675,1.84,307,0.9,15.01,502,15.233,3975,4.753,0.509,Kepler-1735 b
CP,289.7767,38.26228,2454991.358,37.8102649,8.733,570,2.33,24.27,566,14.633,6085,4.451,0.973,Kepler-1736 b
CP,297.01483,47.486431,2454999.144,64.617518,5.796,2490,5.4,5.09,383,15.332,5043,4.47,0.881,Kepler-1737 b
CP,296.13141,47.43882,2454966.224,7.6746614,1.9374,503,2.8,198.67,957,15.44,6063,4.47,1.001,Kepler-1738 b
CP,296.23215,47.678959,2454970.299,7.34373964,1.1784,574,1.84,117.5,839,14.657,5757,4.597,0.762,Kepler-1739 b
CP,287.43918,43.832088,2455014.975,13.98177862,2.958,1020,2.09,22.1,553,14.287,4859,4.615,0.651,Kepler-174 b
CP,287.43918,43.832088,2455043.762,44.0003975,5.1115,600,1.56,4.79,377,14.287,4859,4.615,0.651,Kepler-174 c
CP,287.43918,43.832088,2455197.158,247.354914,8.677,1290,2.29,0.48,212,14.287,4859,4.615,0.651,Kepler-174 d
CP,293.87363,38.922482,2455194.202,8.17242644,3.902,864,3.29,127.95,858,15.24,5705,4.499,0.905,Kepler-1740 b
CP,292.57703,39.12088,2454966.05,2.757584622,0.9267,563,1.01,33.79,615,15.597,3683,4.84,0.424,Kepler-1741 b
CP,286.96683,44.992489,2454974.825,49.4781446,2.493,497,1.88,10.73,462,14.427,5776,4.554,0.849,Kepler-1742 b
CP,290.55237,48.126263,2454971.331,7.64970832,6.625,55.4,1.43,404.99,1144,11.926,5855,4.125,1.613,Kepler-1743 b
CP,291.02069,42.46244,2455203.48,37.1011418,5.5556,1360,3.19,18.95,532,15.229,5986,4.527,0.85,Kepler-1744 b
CP,293.46902,42.822411,2454966.884,3.016182013,2.8349,223,2.25,1044.49,1449,14.878,5611,4.144,1.4,Kepler-1745 b
CP,288.32043,42.261414,2455039.931,321.2124365,4.012,2360,7.25,2.17,310,13.709,6018,4.257,1.286,Kepler-1746 b
CP,284.20966,45.25808,2455014.296,6.230335,1.6493,1450,3.7,138.33,875,15.977,5477,4.557,0.865,Kepler-1747 b
CP,285.96786,45.739071,2455187.996,5.82348911,2.2441,889,3,196.33,955,15.898,5774,4.526,0.864,Kepler-1748 b
CP,290.29456,45.56461,2454978.426,14.53410833,3.3094,511,1.36,7.34,420,14.688,3957,4.693,0.553,Kepler-1749 b
CP,289.55328,43.876179,2455011.342,11.90352088,4.297,633,2.56,110.54,827,14.939,6063,4.47,1.001,Kepler-175 b
CP,289.55328,43.876179,2454967.428,34.0350605,6.695,728,2.76,27.24,583,14.939,6063,4.47,1.001,Kepler-175 c
CP,292.3515,48.511082,2455085.741,205.912735,9.992,2380,4.68,1.85,298,15.531,5644,4.457,0.969,Kepler-1750 b
CP,284.84662,49.692402,2454966.906,7.01733571,3.567,256,1.61,221.46,984,15.28,6052,4.456,0.967,Kepler-1751 b
CP,290.85413,51.222809,2455055.318,56.3587987,6.927,2560,5.04,7.29,419,15.792,5446,4.525,0.821,Kepler-1752 b
CP,288.23666,46.605919,2454973.48,16.00460392,3.9475,832,2.24,27.41,583,15.554,5180,4.597,0.769,Kepler-1753 b
CP,295.45715,50.077171,2454969.687,8.19596647,2.824,793,2.04,48.2,672,15.858,4723,4.557,0.747,Kepler-1754 b
CP,296.84616,40.138611,2454989.507,24.81097206,3.2245,2090,4.22,37.43,631,14.373,6086,4.511,0.921,Kepler-1755 b
CP,294.36487,40.720879,2455010.888,2.35574505,1.796,267,1.34,338.4,1093,15.674,4915,4.512,0.812,Kepler-1756 b
CP,297.73984,46.94191,2454973.299,19.65639342,3.226,843,2.83,21.5,549,15.372,5288,4.613,0.74,Kepler-1757 b
CP,297.79691,39.921371,2454970.236,9.97716876,5.908,253,2.53,263.89,1028,14.943,5557,4.037,1.616,Kepler-1758 b
CP,298.46579,48.55941,2454966.417,3.72020708,1.892,157,0.99,195.7,954,14.293,5017,4.516,0.797,Kepler-1759 b
CP,294.66797,43.85326,2454971.366,5.433132902,2.4012,328,1.61,118.56,841,14.55,4963,4.501,0.826,Kepler-176 b
CP,294.66797,43.85326,2455003.322,12.75934489,3.5889,882,2.58,37.95,633,14.55,4963,4.501,0.826,Kepler-176 c
CP,294.66797,43.85326,2454969.439,25.75274977,2.7678,739,2.27,14.88,501,14.55,4963,4.501,0.826,Kepler-176 d
CP,294.66797,43.85326,2455005.309,51.1658019,4.637,259,1.51,5.96,398,14.55,4963,4.501,0.826,Kepler-176 e
CP,284.13263,48.825119,2454975.084,38.3262237,3.073,392,2.43,12.56,480,14.31,5229,4.441,0.903,Kepler-1760 b
CP,284.13287,49.142609,2454964.63,4.04355245,1.965,416,1.75,33.34,613,14.963,3871,4.744,0.532,Kepler-1761 b
CP,290.49316,39.785519,2454976.916,29.5390897,4.139,403,2.51,61.49,714,15.111,6572,4.365,1.238,Kepler-1762 b
CP,294.11307,40.362968,2454967.373,1.480283464,2.486,60.5,0.97,2597.27,1822,13.522,5897,4.25,1.259,Kepler-1763 b
CP,293.87988,41.393822,2455022.158,70.468171,6.653,922,3.46,16.17,511,14.811,6461,4.396,1.131,Kepler-1764 b
CP,298.01443,42.957458,2454970.75,10.4188915,3.0069,670,3.17,126.48,855,14.86,5692,4.36,1.064,Kepler-1765 b
CP,294.27728,46.675282,2455061.945,105.0145774,7.426,296,2.29,6.44,406,12.9,5868,4.363,1.042,Kepler-1766 b
CP,293.64417,46.989761,2455001.088,59.6585348,5.514,1040,3.59,5.66,393,15.742,5243,4.547,0.831,Kepler-1767 b
CP,299.95721,44.771889,2454979.584,15.13590453,2.236,256,2.57,179.16,933,13.964,6050,4.137,1.572,Kepler-1768 b
CP,294.74332,43.461208,2455050.822,89.1935737,4.0104,868,3.81,12.83,483,12.487,6071,4.239,1.295,Kepler-1769 b
CP,286.04712,45.053211,2454971.907,36.8567758,7.495,714,2.68,21.4,549,15,5768,4.434,1.015,Kepler-177 b
CP,286.04712,45.053211,2455031.239,49.41121127,5.278,3180,6.77,14.48,497,15,5768,4.434,1.015,Kepler-177 c
CP,299.25031,43.410439,2454970.994,16.84183355,2.6194,822,3.08,56.43,699,14.306,5602,4.404,1.009,Kepler-1770 b
CP,292.0134,49.019119,2454978.472,88.6440015,7.82,626,2.51,5.51,391,13.748,5661,4.471,0.934,Kepler-1771 b
CP,289.43811,39.270359,2454966.777,3.215109385,4.365,158,1.54,421.21,1155,13.405,5541,4.472,0.934,Kepler-1772 b
CP,286.22324,38.258171,2454975.692,40.80957343,3.158,436,3.44,35.68,623,12.988,6183,4.301,1.3,Kepler-1773 b
CP,288.57443,40.988659,2454981.969,59.7711433,4.843,575,3.17,17.53,522,13.952,6214,4.382,1.122,Kepler-1774 b
CP,286.40231,38.738541,2454988.123,85.6542476,6.866,476,3.56,17.51,522,13.34,5818,4.065,1.647,Kepler-1775 b
CP,291.53439,47.0425,2454983.371,35.01190875,2.868,437,2.97,31.35,603,13.624,5872,4.332,1.153,Kepler-1776 b
CP,290.32867,37.72311,2454972.056,12.18420006,2.5014,499,2.59,106.52,819,13.982,5771,4.374,1.068,Kepler-1777 b
CP,287.36127,43.738781,2454968.136,10.08744556,2.9884,568,3.15,186.14,942,15.079,6310,4.417,1.095,Kepler-1778 b
CP,287.1011,46.896481,2455009.684,9.57665962,3.3603,747,2.88,121.26,846,14.598,5386,4.322,1.076,Kepler-178 b
CP,287.1011,46.896481,2454978.028,20.55280311,2.2013,727,2.99,43.8,656,14.598,5386,4.322,1.076,Kepler-178 c
CP,287.1011,46.896481,2454973.183,96.6781852,5.6957,951,3.29,5.55,392,14.598,5386,4.322,1.076,Kepler-178 d
CP,294.08392,42.809589,2455030.983,109.4450597,3.792,1270,3.04,3.14,340,14.937,5403,4.5,0.868,Kepler-1780 b
CP,291.71146,42.341499,2454965.708,4.88753111,2.034,680,2.45,239.11,1003,15.768,5568,4.499,0.957,Kepler-1781 b
CP,280.92612,44.087929,2454966.903,5.756245244,1.071,624,2.24,84.16,773,13.708,4931,4.605,0.734,Kepler-1782 b
CP,297.02109,41.377171,2454971.257,8.27745764,2.713,197,2.46,331.35,1088,13.115,5129,3.884,1.781,Kepler-1783 b
CP,297.95416,44.66748,2454966.072,13.59051547,3.784,622,2.4,64.8,724,15.15,5442,4.409,0.974,Kepler-1784 b
CP,295.79218,47.600101,2454965.365,19.58561177,1.755,533,3.09,46.51,666,14.18,5618,4.401,0.996,Kepler-1785 b
CP,292.5878,38.52203,2454977.069,78.5461106,8.689,659,3.55,14.85,501,14.087,5808,4.172,1.397,Kepler-1786 b
CP,289.06433,47.11742,2454987.938,39.3135699,5.0137,500,2.07,20.04,540,14.476,6060,4.509,0.925,Kepler-1787 b
CP,291.22433,45.778091,2454965.049,2.800111267,1.0237,707,2.13,197.81,956,15.229,4786,4.579,0.704,Kepler-1788 b
CP,282.86319,41.79668,2454995.393,80.2321467,4.656,889,3.24,4.91,380,14.32,5436,4.505,0.888,Kepler-1789 b
CP,298.66373,47.762039,2455004.096,2.735900074,1.9359,429,1.56,315.95,1075,14.613,5299,4.597,0.766,Kepler-179 b
CP,298.66373,47.762039,2455007.022,6.400157105,2.0004,743,2.52,101.72,810,14.613,5299,4.597,0.766,Kepler-179 c
CP,294.56693,46.075802,2454988.615,31.5888979,3.438,361,2.59,51.02,682,14.143,5866,4.175,1.367,Kepler-1790 b
CP,284.49033,42.648289,2454969.563,7.72085047,1.8264,267,2.53,257.14,1021,13.516,5887,4.29,1.177,Kepler-1791 b
CP,294.84003,39.085991,2454968.176,4.19577385,2.1557,874,3.02,283.78,1047,15.168,5229,4.378,1.005,Kepler-1792 b
CP,291.91287,40.953892,2454971.484,8.77997349,3.2201,756,2.12,61.24,713,15.789,5191,4.597,0.764,Kepler-1793 b
CP,300.61969,45.788921,2454972.158,9.76293284,3.064,553,1.94,57.59,703,15.246,5052,4.503,0.816,Kepler-1794 b
CP,286.47934,39.269958,2454964.815,13.36019864,2.788,700,1.84,17.3,520,15.637,4500,4.638,0.688,Kepler-1795 b
CP,301.54297,44.60561,2454987.171,29.4557841,3.451,534,2.19,30.3,598,14.385,6036,4.491,0.949,Kepler-1796 b
CP,292.46429,45.968288,2454977.018,23.3593589,5.389,570,2.98,51.68,684,15.347,6244,4.46,1.009,Kepler-1797 b
CP,291.7262,37.5289,2454971.268,16.85592593,2.309,872,1.7,6.52,408,15.661,3967,4.674,0.587,Kepler-1798 b
CP,288.30869,51.478291,2454969.669,11.92979348,6.152,709,2.43,83.04,770,15.844,5831,4.517,0.921,Kepler-1799 b
CP,298.07944,44.746319,2454966.512,3.504691252,1.9811,315,2.03,435.21,1165,13.549,5356,4.338,1.055,Kepler-18 b
CP,298.07944,44.746319,2454968.408,7.641567589,3.41018,2270,4.91,154.25,899,13.549,5356,4.338,1.055,Kepler-18 c
CP,298.07944,44.746319,2454961.155,14.85890852,3.5252,3270,5.94,63.52,720,13.549,5356,4.338,1.055,Kepler-18 d
CP,295.57135,49.774578,2454968.034,13.81733587,4.261,223,2.04,88.04,781,14.35,5735,4.356,1.028,Kepler-180 b
CP,295.57135,49.774578,2455011.692,41.8854433,6.763,687,3.28,20.05,540,14.35,5735,4.356,1.028,Kepler-180 c
CP,297.65143,40.352551,2454965.643,4.5620407,2.8521,81.6,2.82,1306.97,1533,13.052,5343,3.764,2.506,Kepler-1800 b
CP,295.164,39.201408,2454970.971,10.44087398,3.743,822,3.41,111.52,829,15.104,5738,4.426,0.981,Kepler-1801 b
CP,295.164,39.201408,2455079.628,116.583183,5.8,819,2.91,4.47,371,15.104,5738,4.426,0.981,Kepler-1801 c
CP,300.24222,44.141399,2455009.802,7.72513619,2.042,382,1.71,26.91,581,15.673,4245,4.641,0.637,Kepler-1802 b
CP,300.24222,44.141399,2455002.507,33.1362861,4.163,825,2.05,3.86,357,15.673,4245,4.641,0.637,Kepler-1802 c
CP,301.34286,44.672211,2454974.619,12.2885046,2.807,342,3.22,164.61,913,14.414,5109,3.96,1.671,Kepler-1804 b
CP,285.08655,40.898998,2454973.151,8.84784273,2.0572,460,1.15,12.48,479,14.911,3867,4.718,0.552,Kepler-1805 b
CP,287.53503,49.801659,2454970.177,9.03326435,2.857,611,1.96,66.89,729,15.901,5311,4.588,0.788,Kepler-1806 b
CP,291.54941,44.52729,2454969.66,10.86062378,2.2874,190,2.09,356.24,1108,13.957,6455,4.125,1.496,Kepler-1807 b
CP,287.29251,39.383221,2454969.207,23.34036251,2.054,615,2.21,30.94,601,15.23,5530,4.425,0.892,Kepler-1808 b
CP,290.26535,40.548649,2454966.96,3.757294695,0.9269,273,1.23,139.89,877,14.099,4901,4.618,0.716,Kepler-1809 b
CP,296.1514,50.09581,2454966.557,3.137845914,1.91,306,1.5,277.64,1041,14.707,5041,4.479,0.857,Kepler-181 b
CP,296.1514,50.09581,2455006.439,4.302139338,2.0289,747,2.46,182.7,937,14.707,5041,4.479,0.857,Kepler-181 c
CP,291.81302,38.088181,2455043.183,101.1323475,4.366,1500,3.87,4.91,380,15.331,5492,4.389,1.016,Kepler-1810 b
CP,289.97934,40.14283,2454997.488,76.421501,7.218,578,2.81,10.11,455,15.165,5561,4.263,1.19,Kepler-1811 b
CP,298.08453,40.283249,2454965.969,7.16520428,1.705,434,2.31,270.34,1034,15.302,6174,4.417,1.103,Kepler-1812 b
CP,292.23993,48.51157,2454965.253,2.81814715,1.763,279,1.3,298.2,1059,15.498,5167,4.555,0.787,Kepler-1813 b
CP,285.21667,41.282429,2454969.184,2.935362067,1.5043,1050,3.15,258.48,1022,15.622,4922,4.505,0.823,Kepler-1814 b
CP,285.21667,41.282429,2454964.906,0.626281766,1.1812,433,1.76,2011.27,1711,15.622,4922,4.505,0.823,Kepler-1814 c
CP,300.1705,43.98497,2454969.337,12.19140405,1.8832,666,2.46,80.01,763,15.364,5516,4.399,0.967,Kepler-1815 b
CP,296.85101,50.698929,2454998.673,91.500873,4.842,705,1.82,2.18,310,14.447,5051,4.628,0.706,Kepler-1816 b
CP,282.03329,44.478008,2454974.282,44.2993483,4.298,798,2.68,10.85,463,15.115,5316,4.459,0.915,Kepler-1817 b
CP,284.32852,40.568909,2454969.021,4.64495172,3.366,147,1.38,504.23,1209,14.338,6047,4.343,1.129,Kepler-1818 b
CP,296.56006,46.857479,2454972.203,16.48686712,1.431,988,27.45,78.99,760,15.315,6090,4.447,1.071,Kepler-1819 b
CP,289.83011,50.586239,2454964.425,9.82578495,5.2498,433,2.66,180.36,935,14.896,6246,4.433,1.092,Kepler-182 b
CP,289.83011,50.586239,2455003.19,20.68420772,6.4415,859,3.28,66.83,729,14.896,6246,4.433,1.092,Kepler-182 c
CP,296.71274,48.272308,2454985.272,31.0325991,3.476,737,2.64,23.41,561,15.728,5841,4.52,0.931,Kepler-1820 b
CP,294.52545,49.872471,2454967.02,16.4581861,1.9637,436,1.82,40.61,644,14.64,5475,4.521,0.884,Kepler-1821 b
CP,297.28549,41.305592,2454985.184,22.1334224,2.049,655,1.76,15.65,507,15.571,5165,4.633,0.702,Kepler-1822 b
CP,283.75482,45.335178,2454977.66,21.1033014,2.059,193,1.56,62.99,718,13.355,6000,4.363,1.126,Kepler-1823 b
CP,296.70724,41.203651,2454971.357,95.6114617,7.489,487,2.37,7.45,421,14.71,6002,4.424,1.081,Kepler-1824 b
CP,292.51398,42.65176,2454964.656,1.025857984,0.8069,271,1.57,1264.7,1520,14.413,5123,4.501,0.847,Kepler-1825 b
CP,292.76993,48.89962,2454965.785,1.615357809,1.1435,500,1.37,99.32,806,15.655,3821,4.755,0.486,Kepler-1826 b
CP,292.25247,40.792721,2454966.161,3.70063251,5.408,68.6,1.24,737.02,1329,13.024,5423,4.105,1.404,Kepler-1827 b
CP,292.42758,37.320808,2454967.657,10.27380957,3.252,353,1.68,96.27,799,14.909,5806,4.528,0.899,Kepler-1828 b
CP,288.66449,51.498421,2454967.995,5.186737262,0.8023,713,2.4,129.37,860,14.988,5230,4.594,0.777,Kepler-1829 b
CP,293.53085,39.315891,2454966.956,5.68798675,2.2682,476,2.76,330.44,1088,14.943,5576,4.257,1.198,Kepler-183 b
CP,293.53085,39.315891,2455011.844,11.6370303,3.3372,604,2.9,127.46,857,14.943,5576,4.257,1.198,Kepler-183 c
CP,295.1391,40.979061,2454976.993,56.4931698,8.704,412,4.43,50.79,681,13.524,6160,3.976,2.046,Kepler-1830 b
CP,295.30255,49.589119,2454968.58,5.78387049,1.3966,413,2.07,288.69,1051,15.049,6063,4.476,1.012,Kepler-1831 b
CP,299.85184,43.732182,2454966.656,3.13877646,1.6663,174,0.97,257.32,1022,14.364,5242,4.556,0.722,Kepler-1832 b
CP,290.87137,45.410301,2454964.632,6.89213244,1.725,82,1.35,454.45,1177,12.618,6164,4.227,1.446,Kepler-1833 b
CP,294.6647,39.783829,2454966.223,4.60300256,2.6848,303,1.32,122.02,848,14.903,4821,4.529,0.788,Kepler-1834 b
CP,294.6647,39.783829,2454965.197,0.766691517,1.2638,244,1.22,1334.22,1541,14.903,4821,4.529,0.788,Kepler-1834 c
CP,280.31488,43.98571,2454966.158,11.96407399,4.526,784,3.21,100.96,808,15.361,5903,4.437,0.961,Kepler-1835 b
CP,292.31512,40.838821,2454966.73,5.25419589,2.9878,462,2.12,338.15,1093,15.659,6123,4.472,0.987,Kepler-1836 b
CP,288.20764,45.683479,2454964.561,5.90608902,2.409,341,1.77,247.83,1012,15.466,5966,4.493,0.961,Kepler-1837 b
CP,298.9917,40.142422,2454964.556,12.14684625,6.197,70.7,1.75,342.49,1097,11.821,5877,3.927,1.963,Kepler-1838 b
CP,294.22446,50.075588,2454967.396,5.05661302,3.926,138,1.15,286.32,1049,14.63,5926,4.506,0.939,Kepler-1839 b
CP,291.9519,43.074711,2455002.931,10.68758211,3.3812,778,2.64,87.41,780,14.338,5788,4.524,0.848,Kepler-184 b
CP,291.9519,43.074711,2455009.803,20.30303506,4.5038,533,2.16,37.12,630,14.338,5788,4.524,0.848,Kepler-184 c
CP,291.9519,43.074711,2455031.37,29.02235217,4.0263,638,2.55,23.06,559,14.338,5788,4.524,0.848,Kepler-184 d
CP,298.59482,41.43594,2455005.392,131.187921,6.905,916,2.34,1.54,284,15.048,4898,4.518,0.803,Kepler-1840 b
CP,287.70688,40.685242,2454990.043,25.8859397,4.548,217,1.66,20.35,542,14.556,5190,4.446,0.899,Kepler-1841 b
CP,286.25165,42.378479,2454968.175,14.02634692,1.2808,404,2.66,108.07,822,14.729,5970,4.355,1.131,Kepler-1842 b
CP,292.88528,41.27924,2454973.587,25.5433704,8.567,139,2.11,84,772,12.939,5422,3.945,1.782,Kepler-1843 b
CP,292.6904,37.93457,2454965.402,3.92453009,3.691,464,1.82,314.25,1074,15.708,5776,4.554,0.849,Kepler-1844 b
CP,292.90161,38.297081,2454967.416,11.60653061,2.194,772,1.88,27.47,584,15.701,4703,4.582,0.701,Kepler-1845 b
