Disposition,orbital_period,Transit_duration,Transit_depth,Planet_radius,Insolation_flux,Equilibrium_temp,Magnitude,Stellar_temperatureÂ ,Stellar_surface_ gravity,Stellar_radius,classification
FP,1.42744,1.973,450,7.86301,28512.6,3620,10.0081,6000.2,4.36,1.33,1
FP,2.6834113,1.146,760,2.33576,168.322,1003,11.812,5221,4.62,0.76,1
FP,0.7676706,1.057,340,2.98877,2825.39,2031,11.1315,6377,4.17,1.53,1
FP,1.1096992,2.097,620,9.33715,122457,5211,8.7929,8666,3.80083,3.13,1
FP,3.2428744,2.417,1470,2.3171,113.659,909,12.3454,4016,4.72,0.58,1
FP,6.269716,3.696,1240,3.86288,154.408,982,10.7386,4812,4.26,1.08,1
FP,0.9135968,1.247,540,2.17077,2079.14,1881,11.2063,5987,4.58,0.89,1
FP,2.5139764,2.36,560,4.90303,1043.42,1583,10.5893,6150,3.9,2.05,1
FP,4.6200781,2.149,3480,7.04607,216.021,1068,12.9551,5999,4.36,1.16,1
FP,1.82488,1.757,2950,24.8366,3161.32,2088,9.15779,5773.74,3.51,1.23,1
FP,9.8482192,4.24,1670,13.8742,206.691,1056,12.1158,6126,3.46,3.31,1
FP,3.6841446,2.967,2260,3.74263,286.262,1145,12.0672,4939,4.55,0.79,1
FP,5.289835,3.179,2330,7.64474,2582.58,1986,11.5576,6655,4.5,1.11,1
FP,7.0114,4.8,8970,18.1417,753.673,1459,8.28222,6084.8,4.01,1.82,1
FP,14.793901,3.171,8150,8.42756,19.3352,584,12.9474,5095,4.52,0.84,1
FP,5.62162,2.675,580.083,3.35879,334.683,1191,10.0793,5834.2,4.24,1.27,1
FP,2.2042212,1.011,4250,9.78883,97.961,876,10.0415,5702,4.14,1.42,1
FP,0.5992533,2.3197658,24379.93835,2.9919707,228935.2995,5578.891818,15.951,31000,5.59998,0.18,1
FP,10.2813284,2.4414916,37333.96317,11.8759119,10.9982809,464.4628168,13.0123,3919,4.63413,0.593317,1
FP,0.4038426,1.0592218,636.6337963,1.442393,710.634979,1316.835102,10.5886,4119.1,4.73,0.555,1
FP,2.300698,3.451,780,4.87824,17366.7,3198,10.6152,5747.3,4.57,0.85,1
FP,1.0681394,2.082,7290,19.5184,7148.75,2561,13.3581,7248,3.95,2.23,1
FP,1.0435229,1.476,4970,9.09391,2148.73,1896,12.6825,6259,4.34,1.23,1
FP,1.1870337,2.7329029,8164.576255,10.6747149,3443.560462,1953.762087,13.5295,6325,4.41,1.15885,1
FP,1.1471548,1.403,2670,3.90118,249.626,1107,16.0657,3901,4.47,0.75,1
FP,0.8335712,1.509,3340,12.5164,3359.53,2120,12.9913,6158,3.87,2.09,1
FP,1.1385671,1.897,6220,16.0326,13181.3,2985,13.5964,9024,4.19,2,1
FP,1.2247985,1.645,7640,8.32531,1294.24,1670,13.5184,5699,4.55,0.89,1
FP,1.820443,2.643,7330,16.6319,2155.48,1898,13.5689,6079,3.92,1.94,1
FP,1.6562803,0.929,5610,9.54495,291.778,1151,13.0556,6044,4.29,1.25,1
FP,1.9784257,2.106,720,2.02143,600.02,1378,10.5094,5059,4.61,0.75,1
FP,3.60364,3.728,6281.32,14.1007,2312.7,1931,11.5781,6896.7,4.17,1.62,1
FP,0.9109508,1.473,4720,13.0531,18809.1,3262,12.5405,9421,4.31,1.79,1
FP,2.5057108,1.962,3170,12.9673,2430.56,1956,12.5225,8330,4.04,2.26,1
FP,1.0962372,2.336,2460,15.7533,6446.8,2496,12.7158,6519,3.54,3.25,1
FP,4.6512523,2.251,3110,6.22936,432.038,1270,11.7159,7192,4.56,1.1,1
FP,3.8505662,2.499,6070,16.5768,475.693,1301,13.3285,6353,3.88,2.13,1
FP,0.8334976,1.452144,3841.483497,9.0185699,7232.861866,2352.054022,13.5379,6071,4.2,1.3925,1
FP,3.7353995,1.836,2360,8.61993,230.421,1085,12.1162,5895,4.1,1.53,1
FP,2.0976705,3.3618036,2503.685688,14.488932,7780.085269,2395.332675,11.2851,5914.8,3.59,2.7729599,1
FP,1.7201092,2.622,7570,9.82252,1736.59,1798,13.0566,5878,4.36,1.13,1
FP,0.8062768,1.963,660,9.05313,18112.6,3231,9.9747,7311.1,4.16,3.37,1
FP,2.24704,2.713,18890.4,18.1799,1793.26,1812,12.6038,6846,4.23,1.2,1
FP,1.17409,1.701,3680,49.6799,34547.8,3798,9.1414,8242,3.61,3.67,1
FP,5.4468377,3.303,842,4.39864,631.423,1396,9.783,6793,4.15,1.68,1
FP,4.5006638,4.588,2110,14.2378,25501,3520,11.5124,8933,4.45175,1.48,1
FP,2.2887763,4.8634851,1890.646342,2.8057654,99.2660496,805.0445873,11.1567,3953,4.6489,0.617703,1
FP,1.2540806,1.3435517,66025.09943,10.3493319,73.5478383,746.8996014,14.0644,3455,4.82691,0.399724,1
FP,3.9077116,9.5278364,599.6319099,1.5722799,50.3800695,679.4921442,12.4375,3917,4.61771,0.64011,1
FP,1.8141215,4.6006154,129.4041201,1.3180464,1468.567428,1578.858547,10.5385,5789.58,4.35115,1.12713,1
FP,2.4360845,2.495,350,2.46916,1556.22,1749,9.5115,6529,4.33,1.32,1
FP,4.4518604,2.8339358,3558.221189,34.0312942,26875.9744,3265.583584,10.0199,8353.8,4.1,3.60934,1
FP,5.9685742,2.059,340,6.64236,1041.97,1582,9.4128,10390,3.79,3.44,1
FP,3.0421334,1.5964685,2054.305028,16.8899988,4675.49373,2109.000192,9.8062,5715.4,3.92,2.40325,1
FP,1.491916,2.3336552,1474.334788,26.399811,132008.3553,4861.497924,10.3355,9747,3.54,4.42729,1
FP,7.4398211,3.068,1362,5.48138,435.566,1272,10.0288,5822,4.14,1.45,1
FP,2.6646183,4.135,840,4.25649,32848.2,3750,10.4304,11526,4.56,1.52,1
FP,1.0817,1.588,341.533,2.07554,2462.700975,1796.688012,7.6818,5759.2,4.45,1.02,1
FP,2.87436,1.901,2490.41,7.91346,2011.82,1865,9.19901,6805,4.26,1.44,1
FP,21.7004042,9.415,406,3.16777,224.371,1078,10.4078,5788.7,4.22,1.78,1
FP,1.3875331,2.679,952,3.16086,13423,2998,10.4425,5678,4.33,1.14,1
FP,2.9985667,3.025166,28040.90686,17.8036847,748.0922226,1333.854734,13.7703,6126,4.46702,1.04172,1
FP,3.7006742,3.115,840,2.61277,1434.65,1714,10.4787,5025,4.56,0.79,1
FP,7.8127906,6.304,8120,22.0599,2051.05,1874,11.7018,8451,4.00707,2.38,1
FP,5.3073459,3.714,200,2.05347,494.046,1313,7.948,5821.4,4.16,1.42,1
FP,1.773346,3.291,710,7.95884,6411.52,2492,10.351,6802,3.63,3.08,1
FP,0.3643225,0.2120684,38216.78954,6.9527391,329.3048956,1086.473896,15.6615,3473,4.87657,0.347331,1
FP,0.336826,0.883311,18251.29209,15.240658,11129.64647,2619.630824,15.7298,5780,4.438,1,1
FP,22.1536777,7.5893785,4469.319877,12.6297905,126.5238849,855.3874599,10.7716,6123,4.07991,1.6267,1
FP,1.2253159,3.435758,6006.517507,2.3820012,72.0671413,743.1116558,15.764,3725,4.92832,0.297644,1
FP,27.9102929,10.6336018,18279.51765,19.2884326,55.0960466,694.8640749,11.7167,6327,4.438,1.39013,1
FP,5.5460893,2.2804171,1956.621535,8.8601851,1504.944602,1588.546302,11.8995,6963.86,4.07013,1.88937,1
FP,0.5168347,0.936413,33190.70691,6.597837,118.6676385,841.7881825,14.1118,3274,4.9794,0.273,1
FP,3.1442556,1.81,2095,4.69096,685.022,1425,10.2207,5691,4.45,1,1
FP,3.1129681,2.308,585,1.5002,151.507,977,10.0745,4104,4.57,0.69,1
FP,23.1438551,5.7659467,6955.873894,13.2171669,36.2033889,625.6148603,11.5252,5356,4.38,1.06356,1
FP,2.53405,1.944,4070,26.5362,3632.83,2162,9.1013,6497.8,4.17,1.65,1
FP,0.8706763,1.007,1861,6.52133,1486.34,1729,12.5065,6121,4.16573,1.47,1
FP,49.1077047,2.9402319,28125.14521,12.3506372,3.1634389,340.1414927,10.6029,4358,4.55296,0.72245,1
FP,42.8289152,2.3248526,85688.82045,8.539416,0.2884754,186.9161969,15.7488,3090,4.93803,0.289034,1
FP,0.8185672,0.9809687,44712.18116,4.1552603,151050.0669,5028.054542,15.61,31000,5.59998,0.18,1
FP,0.2476684,0.401,2460,5.81442,1087.04,1599,13.1599,4886,4.59,0.75,1
FP,1.734422,2.32,1230,4.24151,4861.83,2326,10.2767,5890,4.48757,0.94,1
FP,6.7934811,1.824,5400,15.1938,111.068,904,12.2624,6121,3.94,1.92,1
FP,3.0929206,2.248,5640,11.6629,460.711,1290,12.9876,5787.4,4.15,1.43,1
FP,6.4274159,1.277,3940,12.9491,41.0821,705,11.907,6227,4.12,1.58,1
FP,4.6498719,4.995,8110,16.6839,4756.94,2313,12.1359,9056,4.3,1.78,1
FP,2.921685,3.17791,17562.44572,19.091127,1458.399693,1576.118587,11.0913,6332,4.26074,1.37266,1
FP,1.4700596,2.18,4760,16.1051,2605.29,1990,13.4542,6308,3.88,2.12,1
FP,3.190373,2.684,42550,12.0669,75.4043,820,14.6435,3722,4.65,0.6,1
FP,10.8717,2.943958,14603.37238,9.098964,4.5869403,373.250606,13.084,3692,4.78092,0.488,1
FP,0.9855374,1.18,3290,10.8393,1493.99,1732,13.1591,6198.4,4.02,1.76,1
FP,0.760019,0.638738,1865.588652,7.2902589,9667.922808,2529.024538,11.869,5690.2,4,1.65999,1
FP,4.728681,4.533,9990,8.96336,222.388,1075,11.6888,4425,4.57,0.9,1
FP,2.3992876,2.545,1180,4.05839,1543.44,1746,12.2896,6536,4.45,1.15,1
FP,1.0638184,3.191,3220,4.08617,4267.44,2251,13.0246,4963,4.63,0.73,1
FP,3.0617364,1.947,6620,8.08218,583.235,1369,12.5874,6783,4.62,0.98,1
FP,1.2667147,1.712,1870,8.31491,3265.32,2105,9.9955,6084,4.28965,1.87,1
FP,14.4896397,1.898,40070,7.558,1.21746,292,14.379,3376,4.87,0.35,1
FP,1.7509117,1.4130673,70067.10137,16.6835695,46.5314175,666.1259003,14.8083,3333,4.79,0.443812,1
FP,3.251249,2.123,12040,19.6899,706.995,1436,12.9004,6951,4.18,1.66,1
FP,4.1934945,1.873,2710,9.49438,137.464,953,12.8989,5541,4.01,1.63,1
FP,2.8013515,5.405,4590,12.9252,28108.4,3607,12.6554,7518,4.23,1.67,1
FP,1.819376,2.97,5240,11.1303,12022.3,2917,12.1164,7567,4.31,1.53,1
FP,1.1167145,1.817,12810,20.4041,7730.28,2612,13.2364,6611,4.41,1.22,1
FP,2.974175,3.031634,11707.25724,3.756355,13.8678401,492.1777269,13.2312,3333,4.94824,0.302,1
FP,3.5678072,2.968,17670,34.7616,4074.35,2225,13.3162,7819,4.24,1.71,1
FP,1.2833689,2.592,20090,23.5753,5124.73,2357,12.5209,5442,4.4,1.01,1
FP,1.6773063,2.352,3910,29.2836,15535.1,3110,9.6646,6915,4.17618,2.56,1
FP,2.0915616,3.634,2560,14.2961,10148.1,2796,11.9139,5551,4.01,1.62,1
FP,2.774207,2.393565,693.389889,2.582442,444.231028,1170.905839,10.4215,5280,4.44454,0.945062,1
FP,6.216994,2.759,2060,7.46488,699.959,1432,10.3879,6304,4.16,1.54,1
FP,1.7134571,1.433,355,4.95462,4181.14,2240,8.3482,8638,3.93,2.64,1
FP,1.4920726,1.594,907,2.23482,654.339,1409,9.642901,5125,4.56,0.81,1
FP,1.8354365,1.633,310,5.7988,6809.52,2530,9.4098,9758,3.8,3.27,1
FP,1.0754572,1.832,690,8.40705,3593.53,2156,10.4406,6290,3.49,3.29,1
FP,1.445433,3.684343,16635.28994,3.493627,29.2577267,593.1709781,14.7095,3266,4.98546,0.269,1
FP,30.4408598,4.586,1500,7.19468,371.746,1223,10.3703,8158.9,4.34,1.58,1
FP,6.880459,2.037,445,2.77633,123.942,929,9.16636,6474,4.32,1.31,1
FP,2.0197299,2.563,426,3.29943,1353.12,1689,8.96147,5810,3.96,1.77,1
FP,1.7578288,3.218,2116,13.9433,29799.8,3660,10.0768,6640,3.76,2.59,1
FP,9.8850244,2.4234353,9891.368176,11.9173601,66.4246834,728.1185957,13.2361,5522,4.39493,0.819196,1
FP,2.2751393,2.087,3350,10.5509,1207.23,1642,11.649,5810,3.99,1.71,1
FP,9.5064017,3.258,8710,14.3253,287.739,1147,12.9177,5999,4.41,1.09,1
FP,3.2623468,2.91,8540,13.2175,689.893,1427,11.9993,5957.4,4.18,1.41,1
FP,3.9131371,1.846,37860,12.4444,25.4932,625,14.9652,3773,4.64,0.62,1
FP,2.4011407,3.6926411,3193.989304,11.6862609,1918.620188,1687.978855,12.8257,5911,4.11,1.50878,1
FP,7.8284207,5.456,32460,17.0783,275.376,1134,11.8572,5707,4.5,0.94,1
FP,1.5163046,3.619,1180,10.3854,7863.45,2623,11.4186,6529,3.58,3.11,1
FP,0.6972223,1.095,6460,14.5958,3144.23,2086,13.4161,6556,4.09,1.74,1
FP,3.1979646,5.69,2060,12.9757,3205.65,2096,12.1624,5990,3.54,2.93,1
FP,0.5919629,1,2450,9.90447,3301.1,2111,12.4322,6337,4,1.85,1
FP,7.699087,4.380607,8072.469566,6.21451,8.7213046,438.2935835,12.3069,3617,4.81052,0.45,1
FP,7.2617331,6.258,1310,3.97249,306.111,1165,11.9625,4780,4.25,1.09,1
FP,2.873138,2.908,1240,3.97027,953.868,1548,11.8225,5856,4.37,1.11,1
FP,4.4138638,2.387,11300,18.0459,709.493,1437,12.7821,6006,4.46,1.03,1
FP,2.0685871,0.598,38060,12.5176,6.13725,438,14.5982,3162,4.92,0.31,1
FP,3.4100261,2.233,5200,7.9526,406.598,1251,12.2794,6109,4.43,1.08,1
FP,12.5951009,0.876,4280,8.14346,2.98815,366,12.9179,5251,4.32,1.09,1
FP,3.5248693,3.1475424,24987.79925,9.045877,53.1308724,688.5833009,13.3675,3965,4.68568,0.613,1
FP,6.949428,2.725,3050,9.02158,208.013,1058,11.7513,6817,4.18,1.61,1
FP,1.665878,4.956738,85643.9861,6.98229,10.9121139,463.5504123,14.1396,3021,5.10725,0.172,1
FP,1.7386091,1.691,18980,10.8015,444.5,1279,12.4323,5362.8,4.65,0.75,1
FP,8.34034,3.176,7360,16.0764,206.357,1055,11.0208,5444.3,3.89,1.67,1
FP,0.567995,1.408867,5208.552517,2.671369,185.0742346,940.7110382,13.8097,3462,4.88307,0.368,1
FP,10.1391591,2.662,6450,16.5118,90.2977,858,10.7304,6584.3,3.96,2.04,1
FP,1.2297408,1.234,4020,9.99875,1036.94,1580,12.55,6186.6,4.19,1.45,1
FP,1.3574339,2.315,3380,8.22797,3506.27,2143,13.0581,6332,4.25,1.4,1
FP,1.669769,2.0105348,10665.55057,4.4985601,49.2213077,675.5508371,14.1477,3411,4.90948,0.433512,1
FP,4.0802864,1.4789165,516.622925,6.300967,4280.323561,2062.950938,9.54224,6802.3,3.75,2.68185,1
FP,1.6421819,2.459,1100,2.54445,1746.99,1801,11.6985,5627,4.64,0.79,1
FP,0.8999342,1.606,1720,6.8761,3729.32,2177,12.5284,6211,4.09,1.64,1
FP,4.2318085,2.558,1780,7.88895,1128.72,1614,11.9696,8064,4.17,1.91,1
FP,0.530893,1.910177,33453.5972,3.747202,61.4271911,714.0192388,15.0404,3085,5.0795,0.193,1
FP,4.1629444,2.064,3670,11.633,243.425,1100,12.4151,6005,3.94,1.88,1
FP,3.813812,2.572,2310,3.44278,177.52,1016,11.8338,4689,4.61,0.71,1
FP,1.4958429,1.534,2830,6.70553,825.738,1493,13.1472,5666,4.24,1.27,1
FP,0.8857522,1.579,760,3.19978,3880.86,2198,11.4541,6238.2,4.42,1.13,1
FP,1.0711292,2.213,2030,5.8474,5277.35,2374,12.3128,6070,4.26,1.31,1
FP,10.1197017,2.129,2570,9.15067,34.3345,674,12.0515,5656,3.95,1.75,1
FP,0.516278,0.565611,20289.21082,2.442348,50.4166361,679.6154071,14.2321,3009,5.10976,0.169,1
FP,43.8418559,4.599,4630,9.29872,8.83961,480,10.7717,5767,4.21,1.32,1
FP,10.043245,3.099789,21393.22714,16.682435,36.1287428,625.2921291,9.1073,5076,4.71,0.670549,1
FP,5.9522831,1.966,7280,15.1211,278.678,1138,12.3391,6031.2,4.05,1.65,1
FP,7.7235903,5.953,2720,17.2663,1249.81,1656,12.3467,5994,3.5,3.08,1
FP,1.0995742,0.952,3168,9.72799,1068.72,1592,10.2003,6040,4.13,1.51,1
FP,2.294185,2.750763,697.472004,1.95611,304.478914,1065.391077,11.3075,5062,4.62,0.707445,1
FP,6.8242909,2.787,700,2.23971,33.8464,671,11.6643,3999,4.35,0.87,1
FP,1.2833113,1.353,4450,9.39506,3343.46,2118,12.574,8055,4.49,1.32,1
FP,39.9753375,6.088,9160,14.1085,18.6491,578,12.64,5989,4.16,1.45,1
FP,13.0518467,3.333,39070,17.0183,25.631,626,12.0633,5268.9,4.55,0.83,1
FP,3.3078803,1.508,32920,9.74504,19.3914,584,13.8994,3571,4.73,0.51,1
FP,0.846542,2.408837,2524.567663,1.642414,85.2240732,774.9261587,12.625,3380,4.92521,0.325,1
FP,2.2232698,0.648,31700,9.36074,5.11732,419,14.2399,3157,4.87,0.36,1
FP,3.965824,2.911,680,7.03413,624.031,1392,10.042,6199,3.62,2.8,1
FP,711.7642825,3.4176443,20978.13679,12.6338972,2.4542117,319.2256315,10.5295,4661.56,4.57751,0.732648,1
FP,19.3721051,3.0859149,3219.559465,17.4598301,233.1335405,996.6001297,8.77728,6529,4.00314,1.88186,1
FP,1.7548863,1.314,2620,5.83196,397.807,1244,11.5578,5589,4.37,1.08,1
FP,8.6800186,2.41,870,5.59572,106.576,895,9.96017,6521,4.02,1.86,1
FP,3.1072375,4.485,737,5.27608,24167.8,3473,9.77017,6030,4.25,1.31,1
FP,2.2906144,1.949,1390,4.657,638.802,1400,10.4519,5651,4.27,1.22,1
FP,1.7615631,1.171,1050,6.69058,636.482,1399,9.78095,6270.7,3.94,1.95,1
FP,3.7442007,3.5004762,803.2627817,18.117379,38392.1563,3570.099957,9.3994,9988,3.59,4.23822,1
FP,2.8465928,2.664,2110,8.8779,536.42,1340,11.8512,5308,3.82,1.94,1
FP,2.5411063,3.491,8720,16.4931,2348.06,1939,12.3367,6657,4.08,1.78,1
FP,1.2602151,1.7829162,3711.715258,28.2499512,60333.04338,3997.224658,9.1103,9255,3.88,2.9098899,1
FP,3.9997367,0.384,7460,13.8899,3.03288,367,10.9951,3827,4.62,0.64,1
FP,2.4710528,3.033,5420,12.1002,5313.3,2378,12.3924,6114,4.52,0.97,1
FP,22.6384642,4.988,4982,28.0326,636.099,1399,8.2268,9511,4.05,2.42,1
FP,5.3194765,4.653,3640,15.9815,1271.35,1663,12.0997,6987,3.77,2.66,1
FP,3.8421028,1.184,8920,13.2581,120.549,923,11.1838,6247,4.28,1.32,1
FP,1.109435,2.723,27240,10.2843,1164.27,1627,14.9156,3613,4.75,0.49,1
FP,9.7216312,3.272,1830,7.28362,176.156,1014,10.6372,6702,4.13,1.7,1
FP,0.9655766,1.224,3140,11.5845,3796.11,2186,12.3886,7542,4.11,1.92,1
FP,6.3989216,2.781,3830,10.6347,280.377,1139,12.4276,6243,4.12,1.59,1
FP,1.9447712,1.345,2880,13.5597,425.174,1265,11.6866,5369,3.68,2.32,1
FP,0.7835688,1.095,7440,11.8563,1710.79,1791,12.935,5932,4.26,1.28,1
FP,5.555905,3.459,3750,11.9323,409.941,1253,12.5454,5867,3.88,1.95,1
FP,2.4515393,3.005,7520,11.6029,3082.85,2075,13.0008,7143,4.4,1.32,1
FP,8.4915117,6.035,40640,87.0155,2278.83,1924,10.1749,9365,4.08,4.18,1
FP,17.2182695,7.888,4810,8.64247,236.125,1092,13.4177,6330,4.31,1.29,1
FP,12.5482879,3.396,49260,13.0082,8.90508,481,14.3196,3923,4.66,0.59,1
FP,10.4137962,3.482,1948,8.3814,131.058,942,10.1985,6439.3,4.12,1.97,1
FP,15.4159906,2.127,4500,10.5168,18.6278,578,11.499,6120,4.12,1.56,1
FP,6.2043746,5.957,4380,14.9548,911.223,1530,11.429,6122,3.71,2.49,1
FP,2.8534013,5.176,15830,11.4232,961.087,1551,14.1736,3662,4.72,0.52,1
FP,1.6540803,2.008,3460,15.2145,2118.23,1889,11.7528,6453,3.76,2.51,1
FP,7.64348,2.772,560,6.82171,170.804,1007,9.9959,6258.1,3.59,2.94,1
FP,10.7004569,1.281,2409,13.1568,51.9069,747,9.41809,6906,3.84,2.44,1
FP,1.5136003,2.4400695,745.1393405,8.3090193,14144.86688,2781.438526,9.9071,6017,3.55,2.93328,1
FP,1.9261183,1.068842,3853.883136,4.8624405,395.0450985,1137.054861,10.9417,5383.13,4.7447,0.678984,1
FP,3.5381039,2.441937,11844.65348,12.0728557,591.3277978,1257.699312,10.5332,6084,4.45887,1.0424401,1
FP,6.5197781,2.63,1290.149756,8.5555002,85.1668,846,9.796,4951.7,3.55,2.65,1
FP,0.4378024,1.5315811,1462.551762,1.4551234,211.8109673,972.9866029,12.0575,3256,4.85874,0.365717,1
FP,0.82967,1.755,4744.55,20.1053,65023.4,4448,10.4708,6991.1,3.83,2.65,1
FP,4.0158188,6.257,560,4.59761,4207.93,2243,10.3755,6950,3.78,2.64,1
FP,8.503614,1.203,1590,10.2441,33.4398,669,10.244,6255,3.88,2.31,1
FP,2.0034063,2.661,3372,30.4003,15162.9,3091,10.2688,6514,4.03,2.27,1
FP,2.1456324,2.1680096,1438.674695,11.0288578,28811.4007,3322.85081,10.5259,9389,3.92,2.80165,1
FP,4.3724063,1.4148388,1642.195033,10.7278887,2515.017554,1806.154946,11.7056,8096,4.28307,1.67777,1
FP,3.0519843,2.868,892,12.1856,10790.5,2839,9.65609,6251.1,3.79,2.33,1
FP,1.3154261,2.121,285,2.42354,11290.9,2871,9.34567,6613.8,4.28,1.42,1
FP,3.6649528,3.245,3865,16.4945,13611.8,3009,10.4989,7889,4.53,1.61,1
FP,3.6534344,3.519,24705,20.7632,869.445,1512,11.5102,6364,4.3,1.32,1
FP,0.88501,1.622,820.279,6.77007,2010.85,1865,9.947331,5362,3.75,2.15,1
FP,4.0938735,4.537,16964,20.6029,695.416,1430,12.266,5489,4.04,1.55,1
FP,4.2005957,2.587,4448,11.3204,1013.24,1571,12.1566,7803,4.26,1.67,1
FP,0.4916402,0.453,29113,11.7778,109.834,901,14.9131,3522,4.77,0.46,1
FP,6.1429164,4.475,3871,7.50153,592.787,1374,13.0091,6291.9,4.25,1.38,1
FP,2.7649802,1.659,3575,10.4307,1119.71,1611,11.8563,7776,4.2,1.78,1
FP,1.4252334,1.673,6901,10.7664,1265.88,1661,12.4033,6033,4.23,1.35,1
FP,9.7712443,3.956,34227,15.2558,104.782,891,12.1134,5294,4.61,0.79,1
FP,7.574675,3.0847866,6208.064931,13.4069567,516.8517446,1216.07748,10.1913,6422,4.20608,1.4885499,1
FP,5.6020298,1.893,6146,11.3612,89.7874,857,11.0999,5750.6,4.14,1.44,1
FP,1.13889,2.154,5368.19,22.4869,16504.7,3157,10.0267,7852.8,4.08,2.79,1
FP,5.1681189,3.736,1759,13.3663,1947.87,1850,10.3879,8254,3.67,3.44,1
FP,15.9865412,1.636,1451,7.52088,55.7095,761,9.927,6429,4.34,1.28,1
FP,5.6289226,9.272,1850,8.93102,4560.18,2289,12.4721,6683,3.72,2.72,1
FP,2.8577028,2.264,2695,7.78724,771.67,1468,12.4487,6240,4.2,1.45,1
FP,2.5950747,0.7921274,665.2502774,5.9382555,5582.81004,2204.616037,8.783341,6852,3.91,2.24201,1
FP,1.5521101,2.699,5430,208.489,5297.55,2376,10.3357,4997.1,2.36,12.23,1
FP,4.503645,1.973292,12525.72524,11.197034,35.7949977,623.8430401,13.9036,3267,4.438,1,1
FP,14.5877856,3.517,3374,10.1617,82.7417,840,12.0913,6544,4.13,1.66,1
FP,1.0617107,1.067,2369,5.85456,916.847,1533,11.8275,5589,4.38,1.06,1
FP,0.417921,1.843947,41644.89311,5.657227,159.3798634,906.2084598,14.7034,3278,4.97806,0.275,1
FP,1.6197991,0.95,31095,11.4253,31.7825,661,14.5853,3192,4.92,0.31,1
FP,1.6513066,0.82,1751,9.54979,231.366,1086,12.2059,5887.6,4.13,1.47,1
FP,2.819817,6.611278,183631.0336,22.75573,31.848458,605.8873038,15.2474,3601,4.81887,0.441,1
FP,8.2100724,1.37,4190,15.5396,105.793,893,11.8431,6427,3.97,1.96,1
FP,3.0043128,0.714,6000,12.1874,61.8402,781,12.1953,6405,4.41,1.17,1
FP,9.653456,4.00937,43088.5649,7.281973,3.1265702,339.1460758,13.7006,3359,4.93457,0.315,1
FP,0.6646521,1.272,7197,9.44803,3611.53,2159,13.346,6256,4.55,0.97,1
FP,1.8361503,4.12,2470,22.5152,33906.8,3780,10.4091,5710.5,3.6,2.43,1
FP,13.7252522,3.1694157,4945.767934,20.3352568,312.4460654,1072.293108,10.3001,6104,3.96,1.86397,1
FP,2.97638,3.212,795.842,11.0372,2695.88,2007,10.1347,6492.5,3.57,3.56,1
FP,10.6332248,3.436,36558,15.9854,26.5909,632,12.8397,4678,4.5,0.81,1
FP,0.68831,1.365,3983.64,21.715,21261.5,3364,8.5234,6054,3.47323,3.13,1
FP,2.4018591,3.471,655,10.1612,25813.2,3531,9.9747,6071,3.95,1.86,1
FP,4.7192734,1.301,1557,7.15211,156.343,985,9.5359,6521,4.22041,1.6,1
FP,13.4364908,5.375,4735,9.8672,690.534,1428,12.3613,6229,4.28,1.31,1
FP,1.0014437,1.28,416,4.71785,28733.4,3627,8.2046,6380,4.438,1.18,1
FP,14.066109,3.4744355,16514.0483,21.5662738,153.0394528,897.0581591,9.1116,6157,4.20407,1.47641,1
FP,2.9932591,4.7371329,3363.969159,11.8414052,2649.76222,1829.875218,10.3313,6106,3.91186,1.9654,1
FP,3.6859958,5.1972226,12982.72146,23.322957,2647.689626,1829.517289,10.9988,6731.3,3.99257,1.99719,1
FP,0.579398,1.64214,1324.07712,5.759676,4535.918085,2093.081072,11.1557,5688,4.48774,0.950534,1
FP,10.3469945,2.5934713,1601.254739,1.0318727,2.106641,307.2680329,13.0055,3278,4.97813,0.256167,1
FP,10.5426254,6.2145259,16789.80761,22.0104106,437.1833461,1166.233875,11.955,6114,4.28439,1.65817,1
FP,5.0061978,3.521,6438,12.4847,1188.71,1635,12.792,6713,4.21,1.55,1
FP,2.5950111,2.524,28870,10.8614,131.825,943,14.4757,3875,4.62,0.64,1
FP,2.8562935,3.785,22525,18.1559,1721.84,1794,12.9573,6383,4.31,1.32,1
FP,4.8741147,2.049,4613,14.8251,161.07,992,12.4154,6085,3.84,2.11,1
FP,11.1755425,5.482,7873,17.5706,294.91,1154,9.99028,6655,3.9,1.91,1
FP,1825.048364,3.62,2576,12.7111,0.0187275,103,9.9309,6290,3.89,2.09,1
FP,8.0179256,1.018,8684,9.29428,8.84387,480,12.5227,5356,4.46,0.94,1
FP,2.668957,2.7508738,17029.872,16.1018337,1087.36178,1464.580561,12.1616,5983.3,4.3234,1.19683,1
FP,15.1771428,4.556,538,2.80249,115.579,913,9.089871,6200,4.25,1.36,1
FP,2.0990769,2.343,501,4.13797,5728.08,2423,10.1063,8853,4.18,2,1
FP,6.8787507,2.599,359,3.45801,266.78,1125,8.5885,6636,3.99,1.98,1
FP,0.5666806,0.722,1530,8.04611,1116.17,1610,12.7726,5517,3.99,1.65,1
FP,1.66402,3.397,7964.45,7.65443,8754.73,2694,10.7014,4841.3,4.71,0.78,1
FP,3.6688102,2.151,8447,9.85973,265.932,1125,13.3268,5821.5,4.36,1.12,1
FP,25.714253,6.373,33131,15.8297,45.1202,722,12.1157,5677.8,4.58,0.86,1
FP,48.0511988,4.3070574,14503.36049,12.8456117,12.5271592,479.8250298,11.2595,5354.96,4.45894,1.0417,1
