Disposition,orbital_period,Transit_duration,Transit_depth,Planet_radius,Insolation_flux,Equilibrium_temp,Magnitude,Stellar_temperatureÂ ,Stellar_surface_ gravity,Stellar_radius,classification
CP,3.02558494,3.0008,128,1.62,1148.47,1484,13.925,6123,4.263,1.263,0
CP,2.7612237,3.681,66.8,1.84,3906.36,2017,13.321,6381,3.897,2.232,0
CP,2.032319072,1.6762,316,1.87,1333.35,1542,15.298,6156,4.443,1.05,0
CP,4.35407371,2.427,277,1.63,279.53,1043,15.404,5455,4.421,0.909,0
CP,11.32269749,3.517,311,1.51,22.24,554,15.006,4563,4.624,0.642,0
CP,13.71218522,2.437,787,2.47,49.26,676,15.935,5550,4.562,0.831,0
CP,12.14684625,6.197,70.7,1.75,342.49,1097,11.821,5877,3.927,1.963,0
CP,7.46718958,3.633,75.7,1.04,271.25,1035,12.77,6161,4.399,1.169,0
CP,48.8882668,6.468,463,2.96,5.23,386,14.985,4821,4.529,0.788,0
CP,51.1319346,6.019,382,2.43,20.36,542,14.423,6071,4.353,1.107,0
CP,39.8312536,2.442,389,1.46,7.33,420,14.125,5026,4.58,0.759,0
CP,9.549277089,1.5832,1830,1.57,4.62,374,14.486,3547,4.899,0.369,0
CP,17.60461401,3.716,2290,2.64,4.07,362,15.613,3744,4.737,0.516,0
CP,4.69505576,3.058,240,1.49,343.6,1098,15.711,5999,4.494,0.959,0
CP,22.9221181,8.2,140,1.33,51.7,684,13.578,5897,4.357,1.081,0
CP,16.10474503,5.712,124,3.21,425.93,1159,12.249,5822,3.683,2.886,0
CP,7.42697378,3.206,205,1.4,154.52,899,14.985,5573,4.434,0.982,0
CP,3.17323012,1.9094,205,0.88,112.21,830,14.993,4500,4.632,0.633,0
CP,13.2970695,3.283,220,0.91,16.64,515,14.993,4500,4.632,0.633,0
CP,5.398752862,3.4303,347,2.21,398.33,1140,9.997,5790,4.279,1.198,0
CP,7.41683033,7.274,72.6,3.36,973.85,1425,13.007,4938,3.45,3.324,0
CP,0.727331746,0.8323,357,0.67,122.92,849,15.527,3460,4.92,0.356,0
CP,1.302017467,1.3692,291,1.37,772.73,1344,15.351,4948,4.508,0.816,0
CP,8.63050092,3.144,326,1.43,70.63,739,15.868,5352,4.599,0.764,0
CP,3.27645723,2.219,323,1.71,482.56,1195,15.934,5812,4.504,0.963,0
CP,16.0573291,3.546,575,2.27,41.04,645,15.869,5644,4.575,0.806,0
CP,4.60300256,2.6848,303,1.32,122.02,848,14.903,4821,4.529,0.788,0
CP,12.00089667,3.266,421,1.47,37.81,632,15.563,5195,4.598,0.69,0
CP,1.916940872,1.4243,105,0.89,571.25,1246,14.1,5083,4.468,0.872,0
CP,5.05661302,3.926,138,1.15,286.32,1049,14.63,5926,4.506,0.939,0
CP,24.3344939,6.557,323,1.74,41.3,647,15.373,6091,4.487,0.967,0
CP,131.187921,6.905,916,2.34,1.54,284,15.048,4898,4.518,0.803,0
CP,25.8859397,4.548,217,1.66,20.35,542,14.556,5190,4.446,0.899,0
CP,28.6253502,4.551,653,2.38,25.54,573,15.826,5774,4.508,0.941,0
CP,6.98141327,6.527,38,1.42,865.81,1384,11.752,6054,3.923,2.163,0
CP,8.94337724,2.469,215,1.48,188.93,946,14.169,6074,4.375,1.005,0
CP,12.28299829,2.7096,2790,2.83,8.14,431,15.473,3879,4.708,0.537,0
CP,6.383159135,1.7504,2310,2.73,18.73,530,15.254,3757,4.681,0.576,0
CP,5.57654782,3.673,53.6,0.92,462.81,1183,13.383,6187,4.341,1.238,0
CP,115.6863392,4.65,946,3.52,6.09,401,15.174,5800,4.327,1.149,0
CP,3.81371423,1.973,281,1.37,264.63,1029,15.89,5547,4.571,0.82,0
CP,38.0970717,4.307,913,1.58,0.81,242,15.931,3554,4.867,0.398,0
CP,16.3012727,3.974,260,1.54,22.73,557,14.61,4873,4.558,0.796,0
CP,13.32354078,3.873,117,1.32,136.61,872,12.867,6113,4.341,1.218,0
CP,2.607545159,1.3916,352,2.07,993.79,1431,15.618,6147,4.435,1.096,0
CP,3.24417541,1.992,372,1.84,283.66,1047,15.77,5094,4.469,0.87,0
CP,9.60505976,3.0063,55,0.91,185.15,941,9.997,5790,4.279,1.198,0
CP,3.65690909,2.064,107,1.32,828.52,1368,14.46,6078,4.294,1.271,0
CP,88.0712769,6.758,885,2.4,2.79,330,15.639,4939,4.506,0.819,0
CP,8.38395796,5.2,109,3.24,645.64,1285,14.667,5405,3.741,2.605,0
CP,1.68189051,2.992,83.2,1.27,2432.14,1790,14.812,5827,4.191,1.374,0
CP,44.9977604,9.686,170,1.59,15.74,508,13.468,5871,4.493,0.983,0
CP,7.12815163,5.522,45.9,1.36,839.5,1373,11.392,6311,3.998,1.994,0
CP,7.01074295,2.1787,223,3.76,1054.63,1453,14.689,5814,3.745,2.476,0
CP,17.2922631,7.042,203,2.13,101.22,809,14.15,5936,4.261,1.299,0
CP,94.289223,4.102,505,2.11,4.39,369,14.183,5632,4.537,0.904,0
CP,14.02634692,1.2808,404,2.66,108.07,822,14.729,5970,4.355,1.131,0
CP,25.5433704,8.567,139,2.11,84,772,12.939,5422,3.945,1.782,0
CP,45.0909201,4.605,436,2.44,13.27,487,14.976,5790,4.528,0.9,0
CP,15.0539886,4.422,222,1.44,46.3,665,14.503,5475,4.479,0.818,0
CP,159.388788,8.432,1030,2.73,1.65,289,15.822,5135,4.464,0.874,0
CP,1.565412613,0.7572,2750,1.73,41.85,648,16.257,3464,4.923,0.328,0
CP,5.14892346,0.9613,2360,1.72,8.54,436,16.257,3464,4.923,0.328,0
CP,2.522590567,1.406,210,25.82,499.07,1205,14.816,5591,4.559,0.86,0
CP,6.73968289,4.183,142,1.48,246.9,1011,14.455,5511,4.261,1.176,0
CP,41.74598855,4.6125,422,2.4,27.58,584,11.854,5978,4.316,1.171,0
CP,213.258526,7.768,1990,2.72,0.39,202,15.165,4477,4.649,0.637,0
CP,100.2830675,10.8636,351,2.51,12.07,475,10.5,6214,4.238,1.297,0
CP,4.871223664,1.5916,6460,1.56,3.18,341,17.475,3157,5.112,0.18,0
CP,2.984157711,1.2637,2600,0.92,6.12,401,17.475,3157,5.112,0.18,0
CP,2.8867624,0.9879,632,1.24,22.75,557,14.717,3483,4.875,0.389,0
CP,1.574090323,1.5796,225,0.93,234.92,998,15.571,4313,4.662,0.65,0
CP,13.7872627,5.747,75.1,1.55,150.64,894,12.458,5691,4.139,1.458,0
CP,14.4359459,3.414,107,1.46,144.45,884,11.485,6075,4.264,1.352,0
CP,5.95958637,2.899,133,1.02,153.48,897,14.52,5452,4.535,0.9,0
CP,2.279523364,1.6202,127,0.87,374.78,1123,14.589,5017,4.516,0.797,0
CP,12.2854718,2.996,1620,2.21,8.39,434,16.279,3891,4.718,0.564,0
CP,5.53609368,2.2942,1220,2.2,24.23,566,16.279,3891,4.718,0.564,0
CP,58.0337426,5.584,807,3.21,13.17,486,14.467,5467,4.271,1.152,0
CP,14.4252635,3.754,221,1.68,84.28,773,14.467,5467,4.271,1.152,0
CP,26.6757818,2.696,475,2.69,37.15,630,14.467,5467,4.271,1.152,0
CP,0.868386354,1.066,489,1.52,880.33,1389,15.898,4792,4.627,0.704,0
CP,11.8288843,3.337,191,1.18,67.13,730,15.228,5653,4.551,0.857,0
CP,14.7512034,1.25,261,1.63,49.97,678,15.228,5653,4.551,0.857,0
CP,6.88707073,4.4679,68.7,1.3,420.97,1155,11.197,5788,4.122,1.474,0
CP,3.42064689,1.767,357,2.27,382.68,1129,15.472,5370,4.411,0.966,0
CP,0.675650404,1.8261,201,1.36,4473.06,2085,15.892,5966,4.493,0.961,0
CP,16.23191704,7.461,502,3.54,174.1,926,11.866,5919,4.042,1.585,0
CP,21.86965714,5.5177,126,1.51,92,790,10.5,6214,4.238,1.297,0
CP,9.02436414,3.011,215,1.62,183.39,939,13.642,5885,4.348,1.111,0
CP,17.3408735,3.398,159,1.43,76.86,755,13.642,5885,4.348,1.111,0
CP,25.8730914,5.085,694,2.88,46.82,667,15.323,6036,4.382,1.093,0
CP,20.2642023,4.664,185,2.12,82.92,770,13.701,5937,4.251,1.291,0
CP,7.44136102,4.554,79.7,1.33,315.02,1075,13.701,5937,4.251,1.291,0
CP,99.2532336,7.208,538,2.17,1.93,300,14.699,5010,4.623,0.715,0
CP,6.4802138,3.27,142,1.26,180.05,934,14.421,5496,4.417,0.983,0
CP,14.3832267,8.378,179,1.84,147.78,889,13.312,6115,4.249,1.291,0
CP,47.3186631,10.465,263,2.1,30.22,598,13.312,6115,4.249,1.291,0
CP,11.12827427,2.6118,6060,4.04,6.52,408,16.835,3640,4.744,0.503,0
CP,2.21571296,1.8211,285,1.7,638.56,1283,15.392,5417,4.447,0.901,0
CP,34.4585495,7.434,431,1.88,23.05,559,14.936,6161,4.545,0.862,0
CP,3.35184041,1.9855,345,1.88,661.69,1294,15.526,6198,4.464,1.005,0
CP,3.4462125,2.101,83.5,0.7,251.24,1015,13.851,5374,4.555,0.721,0
CP,2.005414293,1.934,59.5,0.65,516.85,1216,13.851,5374,4.555,0.721,0
CP,15.1408916,4.359,477,1.93,61.42,714,15.679,5926,4.532,0.887,0
CP,11.39169531,5,51,1.02,145.67,886,11.926,5557,4.198,1.249,0
CP,2.44358543,1.852,59.1,0.67,574.37,1249,13.348,5561,4.486,0.873,0
CP,2.226496196,1.7073,1840,2.1,55.76,697,16.835,3640,4.744,0.503,0
CP,5.72084599,2.744,1320,1.78,15.84,509,16.835,3640,4.744,0.503,0
CP,0.962864171,1.6802,304,1.52,1828.67,1666,15.81,5704,4.575,0.804,0
CP,16.23847733,3.9699,647,2.76,60.35,711,10.297,5683,4.422,0.993,0
CP,6.46004728,1.979,394,1.8,144.06,883,15.81,5704,4.575,0.804,0
CP,4.76831033,3.2363,252,1.78,522.81,1219,14.083,6237,4.374,1.116,0
CP,44.616751,7.831,240,2.31,54.56,693,13.791,6763,4.22,1.424,0
CP,3.40165617,1.9617,156,1.34,552.42,1236,14.497,6177,4.516,0.906,0
CP,14.00948631,3.399,170,0.98,34.32,617,13.38,5153,4.551,0.767,0
CP,1.311558909,1.919,141,1.15,1776.99,1655,15.371,5926,4.501,0.963,0
CP,1.291233083,1.855,66,0.89,2993.7,1887,14.135,6384,4.419,1.086,0
CP,10.57375145,1.7259,299,2.07,120.25,844,11.457,5720,4.4,1.08,0
CP,3.7847507,2.924,33.5,0.7,699.15,1311,12.581,6017,4.326,1.206,0
CP,18.2206024,5.109,202,1.78,90.43,786,14.544,5951,4.283,1.262,0
CP,47.4497134,10.675,206,1.61,21.82,551,14.089,6007,4.353,1.126,0
CP,0.929906166,1.743,109,1.48,6514.57,2291,12.41,6039,4.169,1.413,0
CP,4.11585514,1.4858,426,1.93,151.55,895,15.141,4827,4.508,0.823,0
CP,33.878639,6.194,700,3.52,24,564,15.16,5533,4.348,1.072,0
CP,27.5722144,5.256,296,1.94,38.62,636,14.718,5912,4.397,1.09,0
CP,2.12821621,3.146,25.9,0.7,1831.55,1668,11.126,5952,4.227,1.377,0
CP,10.65275054,2.684,741,2.2,69.81,737,15.97,5602,4.571,0.817,0
CP,3.30040818,4.462,98.8,1.43,1341.9,1543,13.749,6333,4.229,1.438,0
CP,24.2758992,4.59,702,2.25,26.68,580,15.48,5745,4.559,0.837,0
CP,54.4099612,9.314,193,1.56,16.35,513,13.852,5746,4.309,1.133,0
CP,19.94752741,1.756,861,2.52,36.14,625,15.999,5749,4.547,0.864,0
CP,13.84984567,7.2783,84.6,1.45,214.98,977,11.866,5919,4.042,1.585,0
CP,6.12479773,3.466,129,1.51,399.43,1140,13.268,6052,4.285,1.202,0
CP,11.24284815,4.241,136,1.44,177.7,931,13.268,6052,4.285,1.202,0
CP,4.02877097,3.173,100,1.21,699.45,1311,13.268,6052,4.285,1.202,0
CP,8.92114318,3.933,111,1.27,241.79,1006,13.268,6052,4.285,1.202,0
CP,7.81285862,4.098,117,1.68,483.06,1196,10.421,6237,4.136,1.543,0
CP,18.01164974,6.7367,108,1.83,155.37,900,10.927,6477,4.224,1.459,0
CP,0.916142298,1.1555,98.5,0.6,507.47,1212,14.107,4374,4.639,0.614,0
CP,6.99205021,5.037,33.4,1.06,479.87,1194,10.787,6057,4.139,1.467,0
CP,12.0999065,3.558,166,1.39,100.37,807,14.754,5553,4.33,1.098,0
CP,5.36375016,2.94,114,1.15,296.73,1059,14.754,5553,4.33,1.098,0
CP,3.93766786,4.655,24.3,1.36,3388.82,1947,11.801,6277,3.728,2.741,0
CP,28.45489091,8.1593,1420,6.08,82.7,769,11.684,6206,4.159,1.573,0
CP,1.952711161,0.872,403,2.58,917.15,1403,14.575,5741,4.495,0.946,0
CP,3.84822189,2.013,204,1.72,641.53,1283,14.919,5927,4.323,1.193,0
CP,2.37752442,2.307,32.1,0.53,632.62,1278,12.258,5615,4.505,0.936,0
CP,1.877878538,2.39,47.5,0.78,1977.35,1701,13.295,6324,4.352,1.115,0
CP,35.3331932,5.966,99.7,1.55,47.52,670,11.197,5788,4.122,1.474,0
CP,15.0896415,4.3349,77.8,1.42,207.64,968,11.39,6063,4.061,1.613,0
CP,5.30873978,3.018,128,1.08,279.21,1042,14.699,5914,4.483,0.955,0
CP,3.89524296,1.689,189,1.13,197.66,956,14.756,5018,4.492,0.838,0
CP,0.740926358,1.0163,196,1.22,2909.21,1873,15.918,5618,4.494,0.874,0
CP,37.3033197,7.793,552,2.31,14,493,15.527,5646,4.55,0.817,0
CP,14.8877665,4.981,253,1.96,112.85,831,13.914,6143,4.344,1.116,0
CP,4.52158614,3.4702,106,1.31,513.68,1214,13.836,5576,4.201,1.289,0
CP,7.03146295,5.922,85.4,1.38,480.26,1194,12.805,6170,4.192,1.499,0
CP,54.2811949,5.517,148,2.07,31.45,604,12.805,6170,4.192,1.499,0
CP,12.58229808,6.375,119,1.53,167.41,917,11.411,5587,4.091,1.423,0
CP,11.95401876,2.656,856,2.1,17.92,525,15.911,4359,4.611,0.659,0
CP,0.88184263,1.3117,250,1.24,1419.46,1564,15.919,5268,4.594,0.776,0
CP,5.448321078,2.2213,529,2.17,215.95,978,12.43,5721,4.517,0.905,0
CP,1.116127169,1.3235,109,1,1797.63,1659,12.43,5721,4.517,0.905,0
CP,3.833087643,1.51,461,2.25,247.8,1012,11.799,5397,4.543,0.831,0
CP,9.37663713,2.1033,118,1.89,379.3,1125,10.421,6237,4.136,1.543,0
CP,5.62006198,2.751,190,1.45,84.01,772,14.009,4868,4.6,0.746,0
CP,3.8259005,1.8057,857,3.45,241.25,1005,15.768,5223,4.505,0.885,0
CP,0.558841234,0.7918,281,1.33,2412.15,1787,15.6,5151,4.592,0.792,0
CP,9.33648141,2.5449,885,2.39,26.22,577,15.911,4442,4.619,0.648,0
CP,76.6139446,10.22,499,2.61,11.12,466,14.357,6173,4.408,1.03,0
CP,1.289590179,1.3541,286,1.38,1040.23,1448,15.471,5467,4.578,0.808,0
CP,0.634003002,0.9207,317,1.35,2030.16,1714,15.76,5226,4.606,0.75,0
CP,22.8030252,4.768,62.9,1.29,119.6,843,11.39,6063,4.061,1.613,0
CP,8.98826122,4.96,161,1.39,131.92,864,15.257,5984,4.521,0.906,0
CP,135.4978256,6.769,5040,6.01,1.8,295,15.996,5307,4.572,0.757,0
CP,22.2508509,1.745,619,2.07,20.01,539,15.996,5307,4.572,0.757,0
CP,10.10773789,3.828,295,1.98,140.75,879,15.017,5480,4.26,1.174,0
CP,33.67280658,8.2267,171,1.86,45.09,661,11.411,5587,4.091,1.423,0
CP,3.00912491,2.228,191,1.22,452.27,1177,15.273,5713,4.541,0.893,0
CP,4.44589508,2.3816,441,1.94,302.6,1063,15.391,5918,4.544,0.865,0
CP,10.3108232,5.617,204,1.27,90.1,786,15.619,5708,4.521,0.893,0
CP,211.032819,7.119,1950,3.43,0.5,215,13.855,4658,4.632,0.686,0
CP,1.716828304,2.068,59.5,0.74,1056.84,1455,10.158,5808,4.522,0.902,0
CP,11.87457664,1.9797,221,1.32,66.33,728,13.756,5523,4.506,0.88,0
CP,109.6469948,6.568,900,4.85,7.95,428,15.162,5332,4.083,1.453,0
CP,15.64588656,3.959,572,2.18,60.08,710,15.241,5896,4.518,0.916,0
CP,7.06321927,2.411,207,1.21,110.22,827,14.572,5305,4.489,0.818,0
CP,25.384175,3.576,594,2.44,42.01,649,15.535,6137,4.471,0.994,0
CP,15.79196594,7.2772,203,2.4,161.97,910,11.696,5758,4.072,1.704,0
CP,8.16733851,3.337,105,1.03,132.43,865,10.158,5808,4.522,0.902,0
CP,12.81590421,6.3856,221,2.26,183.68,939,11.197,5788,4.122,1.474,0
CP,5.424749327,1.139,7680,5.15,36.05,625,16.406,4137,4.658,0.591,0
CP,3.606940379,1.0418,432,2.04,283.23,1046,13.461,5508,4.569,0.84,0
CP,6.26404774,2.39,379,1.55,101.27,809,15.329,5032,4.511,0.817,0
CP,23.1985852,9.821,225,2.61,93.34,793,14.056,5416,3.951,1.756,0
CP,5.77721259,2.462,134,2.17,596.37,1260,14.056,5416,3.951,1.756,0
CP,59.4969009,5.404,1260,2.92,4.36,369,15.768,4817,4.499,0.833,0
CP,10.61345333,0.9829,150,1.77,224.63,987,12.824,5865,4.163,1.388,0
CP,48.6303805,7.0805,340,2.48,28.6,590,11.485,6075,4.264,1.352,0
CP,40.5289885,10.604,361,5.92,178.81,933,13.913,6443,3.74,3.086,0
CP,16.3583482,9.858,116,2.23,200.1,959,12.683,6133,4.084,1.765,0
CP,13.9093544,6.765,86.8,1.33,175.14,928,13.716,6052,4.183,1.424,0
CP,4.081411554,2.3239,172,1,77,755,13.256,4498,4.661,0.635,0
CP,11.41941928,3.3075,151,0.99,19.47,536,13.256,4498,4.661,0.635,0
CP,6.83440674,2.2726,177,1.01,38.68,636,13.256,4498,4.661,0.635,0
CP,24.4004378,2.987,861,2.47,8.64,437,15.858,4583,4.606,0.674,0
CP,0.935115863,1.6172,64.8,1.05,4811.82,2124,13.615,5874,4.252,1.297,0
CP,3.57551429,2.364,92.8,0.89,299.19,1061,13.93,5213,4.434,0.917,0
CP,136.205112,5.568,1210,2.35,0.89,248,15.839,4648,4.631,0.675,0
CP,6.30922043,1.3251,691,1.37,31.73,606,15.906,4380,4.71,0.53,0
CP,2.94194296,2.056,278,1.22,225.15,988,15.29,4901,4.544,0.758,0
CP,82.2001239,10.627,234,2.57,17.96,525,11.696,5758,4.072,1.704,0
CP,15.3626052,3.736,468,1.8,32.23,608,15.384,5011,4.484,0.851,0
CP,0.843379985,1.4474,343,1.7,1329.99,1541,14.975,4818,4.481,0.856,0
CP,6.56606941,1.8455,402,1.83,86.27,777,14.975,4818,4.481,0.856,0
CP,10.49566303,4.7356,106,1.34,244.59,1009,10.5,6214,4.238,1.297,0
CP,1.34155642,1.6462,58.2,0.74,1715.26,1642,12.299,5779,4.44,0.97,0
CP,8.48299282,2.505,69.1,0.8,141.04,879,12.147,5827,4.471,0.933,0
CP,0.665025941,1.7542,105,1.11,5246.66,2174,14.758,5884,4.408,1.07,0
CP,234.635652,6.965,869,2.56,1.2,267,14.607,5422,4.481,0.885,0
CP,13.32191461,6.213,134,2.88,672.06,1299,13.228,6995,3.925,2.274,0
CP,7.69994466,4.432,70.9,0.92,208.61,969,13.421,5727,4.328,1.104,0
CP,4.77466043,3.804,54.3,0.81,395.06,1137,13.421,5727,4.328,1.104,0
CP,29.39337161,7.0445,327,2.5,55.98,698,11.485,6075,4.264,1.352,0
CP,2.164570593,1.2862,525,1.27,88.91,783,15.877,3941,4.713,0.554,0
CP,2.88878583,2.977,40.9,0.84,969.05,1423,12.858,5696,4.247,1.331,0
CP,87.9724227,14.638,867,3.39,9.37,446,14,5837,4.305,1.159,0
CP,0.568874717,1.2177,378,1.49,2473.19,1796,15.23,5223,4.593,0.78,0
CP,56.5732318,4.188,689,2.69,3.79,356,14.889,4701,4.54,0.775,0
CP,3.568099612,3.2131,98.4,1.36,926.89,1407,11.994,6007,4.232,1.334,0
CP,132.9955503,7.436,1280,2.51,0.8,241,15.028,4523,4.636,0.659,0
CP,6.002548291,4.1628,202,2.33,504.79,1209,12.73,6204,4.269,1.36,0
CP,11.44865823,4.953,75.2,1.32,213.39,975,12.73,6204,4.269,1.36,0
CP,24.85466504,9.182,776,7.61,339.33,1095,12.059,6967,3.864,2.527,0
CP,60.92818866,6.3336,756,2.78,11.28,467,12.193,5638,4.359,1.023,0
CP,8.512037736,2.1861,598,2.14,117.11,839,12.549,5767,4.538,0.881,0
CP,3.247548814,2.5146,210,1.41,460.67,1181,13.1,5703,4.498,0.975,0
CP,2.99792926,4.398,45.4,1.12,1611.51,1616,12.003,5888,4.061,1.645,0
CP,60.8660974,4.397,714,1.39,0.84,244,15.757,3808,4.734,0.522,0
CP,3.48412874,1.422,162,1.16,389.41,1132,14.953,5696,4.519,0.921,0
CP,13.74883059,6.0968,426,3.63,213.84,975,11.565,5862,4.05,1.67,0
CP,4.603575293,2.3499,440,1.51,101.65,810,12.97,4783,4.602,0.741,0
CP,24.30784323,2.6054,677,2.14,18.87,532,12.63,5313,4.571,0.82,0
CP,19.67409703,3.7535,205,1.78,60.37,711,12.797,6023,4.423,1.031,0
CP,3.487688776,3.83661,1300,5.64,1033.07,1445,13.77,5576,4.065,1.593,0
CP,81.737872,6.6923,629,2.16,5.2,385,11.195,5559,4.502,0.873,0
CP,31.57865122,2.12791,2130,4.52,24.94,570,11.105,5733,4.442,0.99,0
CP,5.88527364,1.9531,113,1.59,583.47,1253,11.992,6070,4.157,1.431,0
CP,86.1160885,6.058,875,3.11,8.93,441,15.831,6161,4.454,1.053,0
CP,3.61460332,3.227,43.9,0.9,900.38,1397,13.219,5799,4.161,1.375,0
CP,8.45744892,3.2893,77.4,1.02,220.05,982,11.529,5903,4.304,1.137,0
CP,3.82223397,1.924,363,1.05,30.84,601,15.665,3729,4.733,0.514,0
CP,17.067644,6.026,262,1.62,82.56,769,15.372,6347,4.464,0.996,0
CP,29.6099055,7.433,120,1.74,37.12,629,13.619,5812,4.329,1.122,0
CP,3.42390809,1.773,153,1.25,508.75,1212,15.067,5788,4.442,1.015,0
CP,5.21104597,3.3447,103,1.18,354.82,1107,12.797,6023,4.423,1.031,0
CP,35.5969684,6.691,685,3.72,41.06,646,12.351,6212,4.309,1.209,0
CP,11.57890926,2.7207,243,2.06,193.48,951,12.459,6156,4.284,1.303,0
CP,10.10463142,2.369,115,1.59,283.38,1046,11.992,6070,4.157,1.431,0
CP,42.88247951,9.7471,409,3.61,59.6,709,11.931,6143,4.039,1.763,0
CP,9.43414171,2.8112,3980,5.73,92.39,791,11.582,5578,4.518,0.886,0
CP,22.95062278,4.4814,130,2.17,137.23,873,11.931,6143,4.039,1.763,0
CP,125.6291479,9.108,7840,10.02,5.35,388,12.391,5819,4.334,1.111,0
CP,4.17939037,2.647,173,1.52,478.98,1194,14.927,5633,4.296,1.162,0
CP,2.76263737,1.821,185,1.25,544.05,1231,15.4,5772,4.528,0.901,0
CP,11.9216035,5.009,43.2,0.87,123.89,851,11.973,6006,4.403,1.082,0
CP,6.80257947,4.608,32.7,0.73,262.26,1026,11.973,6006,4.403,1.082,0
CP,8.70312154,4.807,32,0.72,188.7,945,11.973,6006,4.403,1.082,0
CP,26.723169,8.501,195,2.31,88.1,781,11.565,5862,4.05,1.67,0
CP,16.39926461,3.4108,221,1.94,121.53,847,12.459,6156,4.284,1.303,0
CP,18.73577127,3.0356,567,2.1,24.66,568,12.99,5188,4.547,0.795,0
CP,8.43639829,3.2451,346,1.5,71.51,742,12.99,5188,4.547,0.795,0
CP,13.78109471,2.3188,756,1.42,6.17,402,12.925,3846,4.738,0.503,0
CP,23.08902241,1.7012,598,1.24,3.1,338,12.925,3846,4.738,0.503,0
CP,6.02977241,3.961,54.6,1.18,496.46,1204,13.77,5576,4.065,1.593,0
CP,135.1879934,8.8191,663,2.32,3.33,345,12.765,5731,4.451,0.906,0
CP,172.7046083,11.347,659,2.85,3.77,355,12.209,5851,4.302,1.116,0
CP,988.8811177,5.9504,5060,10.81,0.58,223,13.293,5755,4.101,1.549,0
CP,19.27082584,4.1281,6660,7.74,45.05,661,13.803,5779,4.491,0.956,0
CP,5.05368985,2.514,172,1.21,243.06,1007,15.4,5772,4.528,0.901,0
CP,13.1829329,3.594,518,1.84,45.19,661,16.239,5382,4.571,0.827,0
CP,3.51575492,1.381,237,1.35,269.57,1033,14.897,5094,4.45,0.901,0
CP,87.5177787,2.55,137,1.85,9.76,451,11.529,5903,4.304,1.137,0
CP,14.2563272,4.796,206,1.73,95.22,797,15.192,6140,4.455,1.027,0
CP,0.968980781,1.517,119,1.08,2730.51,1844,15.415,5866,4.473,1,0
CP,10.31282204,2.0138,138,0.59,9.07,443,12.925,3846,4.738,0.503,0
CP,35.58349688,3.9885,938,2.03,6.54,408,12.968,4894,4.637,0.684,0
CP,15.77111067,5.0574,547,2.62,75.61,752,12.701,5620,4.333,1.143,0
CP,157.0659976,8.1289,551,2.63,3.53,350,12.701,5620,4.333,1.143,0
CP,7.305706326,1.4228,265,2.11,210.72,972,12.701,5620,4.333,1.143,0
CP,38.90787517,4.5271,6160,7.98,17.66,523,13.803,5779,4.491,0.956,0
CP,1.59295975,1.9313,248,1.48,1251.43,1517,13.803,5779,4.491,0.956,0
CP,6.07032548,1.341,312,1.36,91.45,789,15.489,5076,4.598,0.763,0
CP,7.36272124,1.3287,429,1.86,155.72,901,14.941,5868,4.53,0.894,0
CP,10.6761592,4.594,151,1.79,285.79,1049,13.688,6460,4.267,1.434,0
CP,4.48494315,2.752,135,1.23,488.22,1199,14.879,6217,4.437,1.051,0
CP,49.3567907,10.954,130,1.91,38.86,637,11.565,5862,4.05,1.67,0
CP,22.20809549,7.3327,463,3.02,98.36,803,12.885,6336,4.266,1.403,0
CP,38.5833679,12.391,1390,8.56,79.08,761,12.211,6273,4.04,1.927,0
CP,2.426304127,2.6624,185,1.41,679.12,1302,12.52,5678,4.484,0.97,0
CP,33.4160553,8.605,276,2.98,53.18,689,13.954,6007,4.178,1.42,0
CP,12.6119685,6.372,76.5,1.33,194.9,953,13.954,6007,4.178,1.42,0
CP,0.636424848,0.947,218,1.31,2754.93,1846,15.744,5343,4.538,0.885,0
CP,2.46050095,1.861,277,1.03,208.54,969,15.245,4811,4.626,0.634,0
CP,5.8660127,3.985,183,1.45,302.77,1064,15.273,6020,4.427,1.04,0
CP,23.9107056,4.996,294,1.91,59.76,709,15.376,6338,4.418,1.091,0
CP,4.62334491,3.0189,62,0.77,287.25,1050,12.52,5678,4.484,0.97,0
CP,5.83599485,2.062,553,1.92,144.5,884,12.465,5423,4.542,0.828,0
CP,5.0800579,5.207,223,3.95,1851.94,1673,13.281,6049,3.769,2.52,0
CP,13.14496741,3.6399,301,1.59,56.15,698,13.435,5411,4.477,0.888,0
CP,16.09196369,2.8943,416,2.13,62.74,718,11.525,5680,4.414,1.016,0
CP,1.4951513,3.43,52,1.44,2880.38,1870,14.22,5635,4.117,1.452,0
CP,20.3504704,7.225,102,1.01,55.07,695,13.914,5952,4.41,1.002,0
CP,4.13592927,2.377,156,1.43,535.42,1226,14.826,5886,4.345,1.152,0
CP,8.05337912,5.382,38.3,1.28,717.7,1320,12.086,6231,3.976,2.062,0
CP,3.254277742,2.9903,160,1.38,675.56,1301,12.996,5945,4.402,1.089,0
CP,91.3514816,8.707,210,1.57,7.93,428,12.996,5945,4.402,1.089,0
CP,31.1588249,5.1803,959,3.56,39.46,639,13.838,5951,4.319,1.155,0
CP,76.7324556,6.243,686,3.08,11.86,473,13.838,5951,4.319,1.155,0
CP,13.89963233,3.5791,1120,2.46,17.37,521,13.577,4538,4.607,0.663,0
CP,6.14955931,5.5694,334,3.26,649.26,1287,13.644,5687,3.973,1.775,0
